monthly_revenue,loanAmt,businessHistory,industry,zipCode,hasProperty,otherLoan,cash,directorAge,taxReturn,isDefault
48984,70238,2,RetailTrade,2305,0,0,8073,43,29678,1
54209,20156,3,AccommodationAndFoodServices,0914,0,1,19613,48,18868,1
53961,70997,2,ServicesSectors,7211,1,0,14849,44,23693,1
59346,60717,2,OtherServices,2593,1,0,33741,47,17376,1
63988,23660,3,AccommodationAndFoodServices,2658,0,0,41629,38,29160,1
44702,49850,2,Construction,2911,1,1,35079,25,35788,1
58531,67238,3,RetailTrade,2671,0,1,43903,25,26583,1
49259,71148,2,AccommodationAndFoodServices,6659,0,0,16173,51,25315,1
50400,59456,3,Construction,0926,1,1,36557,39,31236,1
56075,73292,2,RetailTrade,2658,0,1,33464,53,24293,1
48128,63599,2,EducationAndTraining,2502,0,1,18544,42,22234,1
53811,21078,3,HealthCareAndSocialAssistance,2679,0,0,44683,40,36394,1
60144,83864,3,OtherServices,2982,1,1,33758,36,36768,1
63920,72537,3,Construction,5820,1,1,10323,29,26753,1
43531,62471,2,Construction,2605,1,0,16191,29,17400,1
57738,95859,2,HealthCareAndSocialAssistance,2980,1,0,44617,34,27587,1
45054,15321,2,AccommodationAndFoodServices,2681,0,1,22185,34,32082,1
49133,46996,2,OtherServices,6077,0,0,28324,55,21005,1
59155,25407,3,Construction,2621,0,0,32277,38,48184,1
46107,30883,2,ServicesSectors,2206,1,1,42696,57,46070,1
47995,69835,3,ServicesSectors,2604,1,0,26747,60,48414,1
49875,68436,2,RetailTrade,2669,1,1,44398,33,11610,1
60995,34069,3,Construction,1943,0,1,32400,31,35098,1
62661,74642,3,OtherServices,2611,1,1,45195,51,33685,1
52589,84303,3,AccommodationAndFoodServices,2394,1,1,23814,28,12810,1
51111,76430,2,EducationAndTraining,2844,1,0,10540,37,39563,1
62419,41174,3,Construction,2943,1,1,26281,55,11117,1
50511,26810,2,AccommodationAndFoodServices,1936,1,0,22487,52,18754,1
55534,43183,2,Construction,2632,1,0,5795,27,26087,1
56394,23338,3,AccommodationAndFoodServices,2920,0,0,42311,27,41220,1
62044,82652,2,Construction,2888,0,1,17519,25,49641,1
47034,71099,2,AccommodationAndFoodServices,0854,1,1,39511,54,48836,1
51909,82196,3,HealthCareAndSocialAssistance,2677,1,1,27836,50,29614,1
56870,74322,2,RetailTrade,2619,0,1,35527,41,27854,1
56011,31399,3,HealthCareAndSocialAssistance,2619,0,1,19657,34,18567,1
54872,23646,3,OtherServices,2619,1,0,39180,30,10650,1
54137,93054,3,HealthCareAndSocialAssistance,8045,1,0,38408,37,28589,1
47661,32171,2,AccommodationAndFoodServices,8459,0,0,8286,50,46795,1
45430,35230,3,HealthCareAndSocialAssistance,2651,1,0,36530,53,10448,1
43402,77631,3,RetailTrade,8304,1,1,9661,36,43039,1
46216,34909,2,Construction,0813,0,1,27720,29,28091,1
60880,18387,2,EducationAndTraining,2939,0,1,49873,55,33325,1
64312,64764,2,AccommodationAndFoodServices,2579,0,1,40379,29,37478,1
46896,38271,3,ServicesSectors,5981,0,1,24250,54,15808,1
63346,71272,2,AccommodationAndFoodServices,0920,1,0,49348,55,48997,1
57170,49319,2,OtherServices,2544,1,1,38371,35,21339,1
42374,76468,2,Construction,2992,1,1,20221,45,42439,1
56500,15452,2,HealthCareAndSocialAssistance,2271,0,0,17753,42,44071,1
45378,87630,2,RetailTrade,2625,1,0,29504,57,22942,1
55281,30124,3,ServicesSectors,9853,1,0,19946,29,40676,1
58046,25624,2,EducationAndTraining,2850,0,1,21019,45,15508,1
53169,51695,3,HealthCareAndSocialAssistance,2619,0,1,47850,54,30111,1
53282,39239,3,OtherServices,2949,1,1,11124,42,11956,1
59367,38716,3,OtherServices,2676,0,1,47792,36,24286,1
49593,36462,3,ServicesSectors,2619,0,1,16140,42,20276,1
49538,18861,2,OtherServices,2826,1,0,29059,35,19743,1
46148,42185,2,EducationAndTraining,2619,1,1,33916,28,24200,1
57002,91442,3,Construction,2614,0,1,49401,53,43531,1
47273,25941,2,OtherServices,2964,0,0,37962,56,23944,1
43484,39716,2,HealthCareAndSocialAssistance,2943,0,1,9550,33,29806,1
49247,94411,3,RetailTrade,9255,1,0,35368,41,42421,1
42250,85750,2,EducationAndTraining,2388,0,1,35508,62,39154,1
49886,51871,2,AccommodationAndFoodServices,2983,0,1,35830,51,47066,1
55858,31105,3,ServicesSectors,2906,1,0,15928,28,10459,1
42717,47321,2,ServicesSectors,2280,0,0,34853,48,19648,1
45485,19460,3,EducationAndTraining,2657,0,1,36045,49,26646,1
46795,80025,2,EducationAndTraining,2673,0,0,44102,53,46263,1
55913,91747,2,RetailTrade,2622,0,0,37826,44,21533,1
48444,33851,2,EducationAndTraining,6978,1,0,31338,26,21369,1
61743,58818,2,HealthCareAndSocialAssistance,2916,0,0,23461,42,40421,1
55688,68239,2,ServicesSectors,2939,0,1,39805,25,19046,1
42653,80469,2,HealthCareAndSocialAssistance,2995,1,0,7914,62,23487,1
53975,15467,2,Construction,2633,1,1,7009,49,22323,1
60595,20057,3,HealthCareAndSocialAssistance,2804,1,1,43336,56,29070,1
51618,22048,3,HealthCareAndSocialAssistance,2614,1,0,45798,63,15458,1
49256,90843,3,OtherServices,2372,1,0,37563,49,17365,1
56256,43421,2,AccommodationAndFoodServices,2653,1,1,47366,56,24248,1
51600,31283,3,Construction,2305,0,0,46313,42,44339,1
49944,94656,2,EducationAndTraining,2635,1,1,7057,33,12737,1
47006,94011,2,EducationAndTraining,2258,0,0,35571,46,37394,1
52559,60804,3,AccommodationAndFoodServices,6472,1,0,48202,33,34484,1
52905,73618,3,ServicesSectors,2964,0,1,37455,56,11863,1
49829,71117,3,AccommodationAndFoodServices,2620,1,0,48577,59,32844,1
51666,28427,2,RetailTrade,2619,1,1,10252,48,32333,1
47737,66487,2,EducationAndTraining,2944,0,1,15779,39,14905,1
64766,44384,3,ServicesSectors,2266,0,0,44663,53,24733,1
50670,66599,3,ServicesSectors,2650,1,1,36823,51,32378,1
58621,48473,2,HealthCareAndSocialAssistance,6332,1,1,25820,61,22325,1
63398,58486,3,AccommodationAndFoodServices,3111,0,0,41330,31,43913,1
54251,51397,2,ServicesSectors,2503,0,0,28523,60,20280,1
55955,25815,2,Construction,0251,0,1,43628,61,47732,1
52414,29554,2,OtherServices,2407,0,1,23125,41,40605,1
49336,51049,2,AccommodationAndFoodServices,4643,0,0,44202,59,21982,1
57336,36785,3,OtherServices,8410,0,0,44929,42,38114,1
49714,56015,3,ServicesSectors,2941,0,1,7811,34,23615,1
59241,63898,2,ServicesSectors,0986,0,1,17243,29,37646,1
64605,52601,3,ServicesSectors,0873,0,1,40267,39,13393,1
58189,47758,2,AccommodationAndFoodServices,2657,1,0,40403,48,24971,1
45344,95629,3,HealthCareAndSocialAssistance,2634,1,1,10526,36,23190,1
56008,51435,2,ServicesSectors,2180,1,0,28599,49,24239,1
45414,72629,2,HealthCareAndSocialAssistance,2216,0,1,36901,49,34572,1
55981,65626,3,EducationAndTraining,2920,1,0,38043,45,47546,1
59634,57642,2,AccommodationAndFoodServices,1236,1,1,16829,34,27072,1
47666,75998,2,AccommodationAndFoodServices,0964,1,0,22318,41,11783,1
59510,85531,2,ServicesSectors,0969,0,1,5969,64,25043,1
61049,94002,3,OtherServices,2664,1,1,13285,43,47066,1
56666,61071,3,EducationAndTraining,7901,1,0,21814,40,35203,1
46421,29110,3,RetailTrade,2641,1,0,16883,62,22780,1
63790,59674,3,OtherServices,4924,1,1,26185,39,38651,1
60749,38302,3,EducationAndTraining,2921,0,0,36779,37,33148,1
53997,18960,3,Construction,2004,1,1,20230,30,20326,1
58465,97766,2,AccommodationAndFoodServices,2667,1,1,27939,40,40741,1
63067,93461,3,AccommodationAndFoodServices,2661,0,0,28325,37,25460,1
60858,62249,3,EducationAndTraining,2371,0,1,40709,25,45020,1
54617,88353,3,ServicesSectors,2671,1,0,23102,33,26981,1
44613,40152,3,EducationAndTraining,2623,0,0,45355,54,21251,1
56802,46395,3,HealthCareAndSocialAssistance,2103,1,0,23443,52,17900,1
57750,39954,2,ServicesSectors,2469,0,0,7471,35,22091,1
47799,88154,2,EducationAndTraining,2766,0,1,40548,27,39468,1
51245,24555,2,OtherServices,2353,0,0,31536,34,34162,1
47222,51659,3,EducationAndTraining,2669,1,1,5930,49,46387,1
53141,58271,2,HealthCareAndSocialAssistance,2640,1,0,36843,62,27325,1
50069,16925,2,AccommodationAndFoodServices,0803,1,0,48289,49,18971,1
62081,50094,3,EducationAndTraining,2681,0,0,20450,49,33864,1
48008,84256,2,HealthCareAndSocialAssistance,2381,0,1,20563,27,40253,1
64431,87275,2,Construction,2986,0,1,14779,41,11272,1
44685,23751,2,ServicesSectors,0238,1,0,35334,61,37100,1
45658,69499,3,EducationAndTraining,2593,1,1,43986,41,22816,1
52425,59257,3,OtherServices,2958,1,1,38330,41,25224,1
43180,82469,3,RetailTrade,2698,1,0,42623,50,39743,1
54941,81643,2,Construction,2611,1,1,24400,49,34315,1
57629,33448,2,Construction,2623,1,0,33362,34,46546,1
47598,81491,3,OtherServices,2973,0,1,6586,30,11262,1
64767,55959,2,RetailTrade,2665,1,1,39156,29,38738,1
59036,56476,3,ServicesSectors,2554,1,0,27920,52,42965,1
52995,52240,2,AccommodationAndFoodServices,2914,1,1,47909,41,27966,1
51991,87414,3,AccommodationAndFoodServices,2881,0,0,6759,58,47223,1
43942,33339,2,OtherServices,2944,0,1,23309,31,30740,1
45045,26475,3,Construction,2699,1,1,49744,40,21596,1
50238,69579,2,EducationAndTraining,2624,0,0,14664,46,48580,1
55601,57652,3,AccommodationAndFoodServices,2658,1,0,43816,59,14053,1
64895,87818,3,ServicesSectors,2619,1,1,5217,41,41674,1
44142,72985,2,RetailTrade,2671,1,0,11768,28,45537,1
56411,44874,3,OtherServices,2506,0,1,34667,56,10943,1
56047,27857,3,Construction,2619,0,1,11102,38,13667,1
51387,49082,2,AccommodationAndFoodServices,2940,0,1,46586,34,41886,1
42937,33110,3,EducationAndTraining,8488,1,1,47445,50,27574,1
42753,71991,2,HealthCareAndSocialAssistance,2861,0,0,27357,44,24421,1
48845,47842,2,EducationAndTraining,2507,1,0,25783,38,36707,1
55926,86697,3,HealthCareAndSocialAssistance,2617,0,0,39202,36,21188,1
63812,23351,3,EducationAndTraining,2605,0,1,28994,47,13528,1
42881,66789,3,RetailTrade,2927,0,0,20029,47,27640,1
48251,72418,2,Construction,2958,0,0,43358,33,48476,1
63772,86622,2,ServicesSectors,8095,1,1,28999,31,20687,1
61951,81459,2,OtherServices,2663,1,1,23180,38,49531,1
53777,71340,2,AccommodationAndFoodServices,2918,0,1,41440,58,39097,1
44075,52732,3,Construction,2656,0,0,19119,57,38857,1
50131,67021,2,OtherServices,2676,1,1,24292,51,34824,1
60932,61121,3,Construction,2518,1,0,12143,64,45475,1
64023,98007,3,Construction,0267,0,0,27212,54,33427,1
54461,57697,2,Construction,2368,1,1,41132,46,19013,1
48703,39249,2,AccommodationAndFoodServices,2922,0,0,11046,61,36096,1
55922,19272,3,Construction,2994,1,0,14094,52,26994,1
64265,57784,3,HealthCareAndSocialAssistance,2939,0,1,16487,29,49112,1
53983,63192,3,OtherServices,2662,1,1,41053,42,31311,1
48567,51117,2,RetailTrade,2657,1,1,5020,60,43548,1
45161,15678,2,Construction,2546,0,0,14767,42,31071,1
47188,29748,2,Construction,2906,1,1,47202,32,12641,1
42002,32207,2,EducationAndTraining,2914,0,1,45687,34,31671,1
49866,19426,2,AccommodationAndFoodServices,2991,0,0,10983,53,47220,1
47902,37713,2,EducationAndTraining,2979,0,0,24538,46,31118,1
46809,61536,3,AccommodationAndFoodServices,9122,0,1,42142,49,12282,1
62582,20348,2,AccommodationAndFoodServices,2488,1,1,6263,53,45556,1
50399,59365,3,RetailTrade,2619,1,1,41939,44,25573,1
59651,79726,3,ServicesSectors,2975,1,1,11266,64,41939,1
63075,38236,2,AccommodationAndFoodServices,2940,0,1,32463,56,16988,1
42424,61431,2,RetailTrade,2423,0,0,46025,57,45250,1
55333,32696,3,AccommodationAndFoodServices,0937,0,1,24885,33,41759,1
64144,77995,2,HealthCareAndSocialAssistance,2982,0,0,41881,61,39608,1
45513,99174,2,HealthCareAndSocialAssistance,2983,0,0,44003,57,18160,1
64900,97872,2,RetailTrade,2623,1,1,25146,46,32861,1
42513,34233,3,ServicesSectors,2424,0,0,14675,57,18346,1
63749,62784,3,EducationAndTraining,2928,0,1,31499,56,33921,1
48302,91984,3,Construction,2642,1,1,14613,41,36776,1
61225,73774,2,AccommodationAndFoodServices,2918,1,0,16067,25,35793,1
57382,34510,3,OtherServices,2975,1,0,12613,30,21262,1
53886,89387,3,OtherServices,2828,0,1,20657,44,39899,1
44906,25145,3,RetailTrade,2995,0,0,21634,30,13933,1
50485,68192,2,RetailTrade,2095,1,1,30105,30,19365,1
43708,38170,3,ServicesSectors,6788,1,0,46524,56,23124,1
52335,81027,3,HealthCareAndSocialAssistance,2898,0,1,46403,59,11990,1
53127,49287,3,AccommodationAndFoodServices,2969,1,0,25715,30,28834,1
55071,92692,3,ServicesSectors,2635,1,1,38692,25,10495,1
59765,47227,3,Construction,2693,0,1,39244,25,29327,1
52609,63587,2,Construction,2567,0,1,47664,31,33436,1
49616,16744,2,AccommodationAndFoodServices,2692,1,1,13739,57,38116,1
55161,51324,3,EducationAndTraining,2999,0,1,42188,28,41268,1
53509,69627,3,Construction,2920,0,1,8796,34,18796,1
60452,39008,2,RetailTrade,2958,0,1,47947,63,38683,1
63830,29635,2,RetailTrade,2619,1,0,33152,52,14495,1
61099,78698,3,HealthCareAndSocialAssistance,2663,0,1,23828,35,19402,1
45226,77505,2,HealthCareAndSocialAssistance,2599,1,1,43500,39,28139,1
53463,98929,2,AccommodationAndFoodServices,2908,0,0,36476,35,22271,1
60296,28532,3,OtherServices,1547,1,0,49921,40,24705,1
46225,73403,3,RetailTrade,2902,1,0,22024,40,34113,1
55633,55875,3,EducationAndTraining,2869,0,0,38130,30,34158,1
60985,92716,2,RetailTrade,2978,1,0,46034,38,32840,1
43477,68289,3,OtherServices,2622,0,0,41890,58,22212,1
52737,22849,3,OtherServices,0262,1,1,34741,27,13583,1
49461,92685,3,AccommodationAndFoodServices,2917,0,0,12535,59,27652,1
64342,31171,2,HealthCareAndSocialAssistance,2909,0,1,21182,54,34908,1
61553,74095,2,HealthCareAndSocialAssistance,2649,0,1,10664,62,22805,1
57351,60501,2,HealthCareAndSocialAssistance,0961,0,0,43930,55,49002,1
58221,98824,2,ServicesSectors,2668,0,1,42910,43,41055,1
57497,34407,2,AccommodationAndFoodServices,2672,0,1,16381,64,38933,1
47143,94220,3,HealthCareAndSocialAssistance,2600,1,0,17810,41,42212,1
62999,59146,3,RetailTrade,2119,0,0,48236,33,34878,1
53894,71539,3,RetailTrade,2971,0,1,41913,43,44278,1
42392,69693,2,Construction,2476,0,1,23664,41,14924,1
52401,81778,3,EducationAndTraining,2645,0,0,23059,35,49302,1
60728,34328,2,Construction,2981,1,0,49789,63,15052,1
51792,73926,2,ServicesSectors,2228,0,0,29126,26,30608,1
53481,85092,2,AccommodationAndFoodServices,2703,0,1,41452,50,24549,1
42369,26774,3,AccommodationAndFoodServices,2993,1,1,7755,61,21385,1
52355,72413,3,AccommodationAndFoodServices,3919,1,1,9676,36,34025,1
59918,15082,2,HealthCareAndSocialAssistance,2901,0,0,49291,52,46323,1
61189,68280,2,Construction,5963,0,1,47465,30,12484,1
48296,90773,3,ServicesSectors,2938,1,1,16823,37,15657,1
50387,89563,3,RetailTrade,2488,1,1,38151,47,13460,1
56213,56938,2,RetailTrade,1334,0,0,7520,58,19640,1
55020,42245,2,OtherServices,2816,1,0,41595,26,34197,1
47106,95980,2,EducationAndTraining,2948,0,1,16182,52,49472,1
48367,95574,3,OtherServices,3639,1,0,27124,53,18099,1
63485,96610,3,RetailTrade,2603,0,1,39723,42,13670,1
60425,64077,3,AccommodationAndFoodServices,2832,0,1,16967,43,35210,1
53560,22199,2,ServicesSectors,2926,1,0,24079,31,43045,1
47379,89025,2,EducationAndTraining,2796,0,1,5934,33,26619,1
50187,86314,2,AccommodationAndFoodServices,2938,1,1,24976,46,37887,1
56897,95028,2,AccommodationAndFoodServices,0993,1,0,12888,33,47763,1
42352,53651,2,OtherServices,2972,0,0,17904,47,21868,1
45116,71886,2,ServicesSectors,2672,0,1,10132,61,13917,1
44160,40152,3,EducationAndTraining,2935,0,1,6092,52,22426,1
57195,64199,3,EducationAndTraining,2668,0,1,8721,40,30139,1
49984,65930,3,Construction,4180,0,1,18210,61,22790,1
44549,40484,3,HealthCareAndSocialAssistance,3225,0,0,46135,33,32115,1
53170,35980,2,RetailTrade,2950,1,0,5398,55,45847,1
46628,70110,3,AccommodationAndFoodServices,2634,1,0,16660,31,10806,1
42597,36038,3,RetailTrade,2308,0,1,32605,56,49998,1
47184,69452,2,AccommodationAndFoodServices,2611,1,0,31477,42,35470,1
44508,19779,2,EducationAndTraining,2977,0,1,24613,50,37370,1
58123,98588,3,ServicesSectors,2641,1,1,28567,27,23677,1
64518,97824,3,OtherServices,2977,0,0,20915,33,36662,1
61284,33147,2,RetailTrade,7998,0,0,40041,49,16452,1
64852,24901,3,ServicesSectors,2973,1,0,17866,29,35783,1
55402,62748,2,EducationAndTraining,2950,0,1,19348,40,31355,1
42791,91651,3,RetailTrade,8743,0,1,48264,48,11043,1
62386,64361,3,AccommodationAndFoodServices,2911,1,1,28782,49,14670,1
56701,85283,2,EducationAndTraining,0853,1,1,30120,61,27239,1
43249,91692,2,ServicesSectors,2954,1,0,43827,42,33102,1
55309,72158,2,OtherServices,0240,1,1,32427,58,36146,1
64513,76820,2,Construction,2605,0,0,38331,46,23869,1
64394,78331,2,Construction,2920,1,0,13878,35,35912,1
58795,72785,3,AccommodationAndFoodServices,2641,0,1,13712,37,10397,1
62793,17283,3,AccommodationAndFoodServices,2526,0,0,5749,45,49258,1
42864,54472,2,AccommodationAndFoodServices,2222,1,1,11880,32,44889,1
61366,15704,3,EducationAndTraining,2663,1,1,45662,58,36672,1
54507,94351,3,OtherServices,2331,1,1,16796,53,29311,1
46108,25898,3,AccommodationAndFoodServices,2920,0,0,9187,61,32659,1
56518,34226,2,Construction,2936,1,1,48868,28,33301,1
51492,24922,2,Construction,2948,0,0,35362,38,23153,1
42153,35076,3,ServicesSectors,0201,0,0,15792,60,46790,1
64077,59213,3,HealthCareAndSocialAssistance,0213,1,1,36067,42,47425,1
48461,19065,3,EducationAndTraining,2945,1,0,30759,26,40621,1
43067,37201,3,AccommodationAndFoodServices,2991,1,1,9286,38,22701,1
45052,51176,3,HealthCareAndSocialAssistance,2606,1,1,42797,49,19081,1
48219,40689,2,EducationAndTraining,2981,0,1,42311,41,29748,1
63789,60757,2,HealthCareAndSocialAssistance,2941,1,1,46462,62,26213,1
43866,50467,2,AccommodationAndFoodServices,5627,1,0,13231,37,26702,1
49917,66656,2,OtherServices,2999,1,1,5768,30,24728,1
61977,22063,3,EducationAndTraining,2530,0,0,10210,57,12486,1
55124,78607,3,OtherServices,2889,1,0,29544,49,35779,1
56803,44541,2,OtherServices,2901,1,0,20112,43,32170,1
53965,50832,2,EducationAndTraining,2418,0,0,37268,44,20715,1
43763,86346,2,RetailTrade,2913,1,1,31226,38,34306,1
57767,35047,2,Construction,3715,1,1,22853,41,35461,1
48586,25149,2,ServicesSectors,2676,1,1,40023,34,44892,1
42030,96247,3,AccommodationAndFoodServices,2993,1,1,13794,58,13357,1
47254,31675,2,RetailTrade,2988,0,0,28718,54,17582,1
52128,27695,2,AccommodationAndFoodServices,4270,0,1,32679,57,19701,1
58379,29918,2,Construction,2987,0,0,45072,25,14152,1
60944,64497,2,AccommodationAndFoodServices,9147,1,0,39556,56,47550,1
50190,58567,3,RetailTrade,2645,1,1,47820,62,13621,1
63449,91426,2,OtherServices,2594,0,1,35670,45,32811,1
50896,22998,2,ServicesSectors,2674,1,0,11506,44,41008,1
54793,63869,2,Construction,3598,1,1,15909,33,13012,1
60253,40810,2,OtherServices,2629,1,1,44865,62,19646,1
64194,67458,2,RetailTrade,2148,1,0,49754,30,39178,1
55101,71181,2,EducationAndTraining,2045,0,1,46602,61,26246,1
51463,96780,2,AccommodationAndFoodServices,8385,1,1,6455,41,45120,1
58903,96163,3,AccommodationAndFoodServices,2971,1,0,34952,50,16207,1
55975,64559,3,RetailTrade,2936,0,0,42680,46,26467,1
55251,59261,2,AccommodationAndFoodServices,3344,0,0,33439,56,30633,1
57584,62268,2,Construction,2916,0,0,33181,39,39910,1
51674,99295,2,AccommodationAndFoodServices,2602,0,0,16172,61,15889,1
63895,20086,3,EducationAndTraining,0262,1,1,12623,43,13353,1
49968,72245,2,HealthCareAndSocialAssistance,2950,0,0,6546,25,43811,1
62444,30038,2,HealthCareAndSocialAssistance,8162,1,0,31742,59,24226,1
63220,57617,3,HealthCareAndSocialAssistance,7351,0,0,7678,39,35285,1
61116,51782,2,EducationAndTraining,2629,1,1,7343,62,20776,1
53423,45910,3,AccommodationAndFoodServices,2645,1,0,10382,28,14406,1
45270,48985,2,AccommodationAndFoodServices,1685,0,1,5651,33,45256,1
56076,79127,2,HealthCareAndSocialAssistance,2975,0,0,20659,42,42350,1
63362,38634,2,AccommodationAndFoodServices,2029,0,1,9744,59,47988,1
57780,75347,3,EducationAndTraining,1631,0,0,9053,37,32274,1
43452,17128,2,RetailTrade,2637,1,0,16596,50,26112,1
55850,62353,2,OtherServices,3803,1,0,30989,37,29610,1
58238,42767,3,RetailTrade,2954,0,1,45765,45,14575,1
63407,30150,3,HealthCareAndSocialAssistance,2619,1,1,42883,44,47695,1
57157,56350,3,EducationAndTraining,2634,0,0,11541,33,23351,1
57626,39217,3,ServicesSectors,2920,1,0,33433,55,22097,1
64116,31715,2,ServicesSectors,2900,0,0,13356,39,45695,1
56160,53275,2,RetailTrade,2878,1,0,14861,31,11345,1
64197,25658,3,ServicesSectors,2622,0,1,17152,30,21330,1
48640,64394,3,AccommodationAndFoodServices,2456,1,0,32428,59,19412,1
61975,21469,2,RetailTrade,2978,1,1,27232,54,39895,1
54943,68991,3,RetailTrade,2690,0,1,27297,38,45884,1
58798,55639,2,OtherServices,2945,1,1,48077,60,19597,1
64713,87040,2,ServicesSectors,2963,0,0,15454,47,46280,1
51477,74206,2,EducationAndTraining,9592,1,1,48503,28,45376,1
59437,58380,2,AccommodationAndFoodServices,2684,0,1,29882,64,13412,1
53268,99169,3,HealthCareAndSocialAssistance,2101,1,1,42413,37,27684,1
61378,48612,2,RetailTrade,2675,1,1,45467,48,45433,1
