monthly_revenue,loanAmt,businessHistory,industry,zipCode,hasProperty,otherLoan,cash,directorAge,taxReturn,isDefault
224522,63094,9,Construction,2947,1,1,68260,25,10577,1
95206,86105,7,Accommodation and Food Services,2430,1,1,40583,29,39620,1
172433,95769,6,Construction,7328,1,1,118360,37,14074,1
176568,86770,4,Education and Training,2922,1,1,146383,35,12164,1
77558,95387,4,Other Services,1127,1,1,89551,30,24928,1
249099,51352,6,Health Care and Social Assistance,4057,1,1,23435,29,20512,1
101616,69034,6,Accommodation and Food Services,2697,1,1,77817,30,16733,1
225324,87055,6,Health Care and Social Assistance,2991,1,1,119078,38,39090,1
83752,68526,9,Retail Trade,0999,1,1,38654,29,31454,1
243714,97739,7,Other Services,2927,1,1,137437,25,25879,1
147768,90716,7,Other Services,2640,1,1,125977,25,32513,1
80391,85660,4,Retail Trade,2968,1,1,32943,31,33139,1
219221,92933,9,Construction,2792,1,1,91075,37,36557,1
103228,60923,8,Construction,2560,1,1,137216,36,25804,1
181508,53406,5,Education and Training,3290,1,1,33999,38,46882,1
157743,57551,6,Other Services,2937,1,1,125510,33,25429,1
147098,89008,6,Other Services,2920,1,1,27944,30,29174,1
152349,80874,7,Accommodation and Food Services,2012,1,1,143173,30,42531,1
165347,64749,7,Education and Training,2743,1,1,108211,28,14826,1
149491,87371,6,Accommodation and Food Services,2645,1,1,18299,29,18411,1
236964,92583,4,Other Services,0251,1,1,46463,29,35278,1
123383,74495,5,Retail Trade,8413,1,1,22521,33,37214,1
138358,82734,6,Construction,2964,1,1,137234,34,35636,1
91173,67245,6,Other Services,2972,1,1,101401,26,16372,1
204955,61954,5,Health Care and Social Assistance,2403,1,1,106800,35,29090,1
73433,62681,4,Accommodation and Food Services,3221,1,1,71549,32,14752,1
164492,86402,7,Construction,2622,1,1,27995,34,36039,1
93501,79205,6,Health Care and Social Assistance,2619,1,1,21559,35,35220,1
216506,98823,4,Education and Training,2920,1,1,79307,36,25313,1
239259,85426,7,Other Services,2635,1,1,125894,36,49864,1
238738,61880,4,Health Care and Social Assistance,2648,1,1,130486,32,11051,1
234116,59807,9,Health Care and Social Assistance,2689,1,1,92261,36,33448,1
86577,57904,9,Services Sectors,4859,1,1,34471,38,13825,1
184435,62101,5,Accommodation and Food Services,2481,1,1,130906,33,48813,1
216345,75924,7,Other Services,2699,1,1,132989,27,26372,1
170818,55300,9,Construction,2163,1,1,100974,28,28206,1
182878,57180,9,Education and Training,2661,1,1,17487,27,47362,1
220842,98479,6,Retail Trade,2930,1,1,29218,37,25690,1
67764,76972,7,Services Sectors,2941,1,1,85469,30,22912,1
70645,98668,9,Other Services,2962,1,1,28231,30,49467,1
142681,78600,9,Education and Training,2618,1,1,96382,29,48548,1
153689,67003,6,Accommodation and Food Services,2619,1,1,144256,39,23535,1
244709,62329,5,Retail Trade,2674,1,1,101392,39,49991,1
141365,50767,7,Health Care and Social Assistance,2694,1,1,16938,39,12921,1
210547,52558,5,Health Care and Social Assistance,6629,1,1,30743,33,18872,1
158902,99078,9,Health Care and Social Assistance,2828,1,1,118352,30,18215,1
76239,75306,9,Other Services,2908,1,1,60710,25,49193,1
178743,92146,6,Health Care and Social Assistance,0953,1,1,22008,32,49202,1
190148,95812,6,Services Sectors,2780,1,1,68534,31,47668,1
165785,73027,5,Other Services,2603,1,1,98082,29,19638,1
108226,93867,6,Other Services,2605,1,1,59631,29,14175,1
72905,95437,9,Accommodation and Food Services,2607,1,1,127758,32,49087,1
99117,62181,5,Education and Training,2993,1,1,139097,30,20736,1
159011,97731,9,Construction,2982,1,1,40528,33,18284,1
102110,73268,8,Health Care and Social Assistance,2915,1,1,98497,32,31741,1
101124,99225,9,Education and Training,0813,1,1,38469,37,48675,1
68477,59234,7,Accommodation and Food Services,0847,1,1,97431,39,18400,1
187028,97844,6,Health Care and Social Assistance,2619,1,1,79123,33,26058,1
157495,98980,8,Retail Trade,2944,1,1,101608,36,12913,1
157286,69742,4,Accommodation and Food Services,2686,1,1,85607,34,33989,1
190764,71646,9,Construction,0800,1,1,65073,28,46903,1
105147,98345,6,Construction,0988,1,1,31325,28,20750,1
195264,69967,5,Services Sectors,2641,1,1,109741,34,27097,1
183760,63918,6,Construction,2316,1,1,134906,33,26770,1
152389,68737,7,Construction,2901,1,1,30085,33,23961,1
71337,59490,6,Retail Trade,2985,1,1,137204,31,22862,1
239284,96807,5,Other Services,7288,1,1,121379,39,32619,1
75311,67206,5,Accommodation and Food Services,7474,1,1,24484,28,40689,1
233371,62844,7,Construction,2635,1,1,40448,25,31199,1
72132,96133,9,Services Sectors,2929,1,1,131258,27,38089,1
187076,81340,7,Health Care and Social Assistance,6327,1,1,48549,28,18948,1
95655,61513,9,Education and Training,2665,1,1,33830,28,49869,1
67794,93628,7,Retail Trade,6310,1,1,106879,26,36094,1
246321,60050,7,Other Services,2880,1,1,26244,34,14425,1
165230,54346,8,Construction,2619,1,1,128312,36,30727,1
214626,87967,9,Retail Trade,2976,1,1,28578,27,11525,1
211916,69402,9,Other Services,1240,1,1,90710,28,10842,1
99596,93760,7,Other Services,2668,1,1,25774,39,21326,1
89090,68177,8,Retail Trade,2645,1,1,43778,25,25882,1
91952,60805,6,Health Care and Social Assistance,0288,1,1,135027,25,19931,1
164787,82240,5,Services Sectors,8216,1,1,149418,26,32475,1
179375,84101,7,Retail Trade,2925,1,1,100211,28,14241,1
202139,58802,6,Construction,2661,1,1,36586,28,23623,1
153042,82712,4,Services Sectors,2666,1,1,99750,27,43865,1
157036,69303,4,Accommodation and Food Services,2945,1,1,69505,25,19607,1
225902,96278,8,Health Care and Social Assistance,2958,1,1,130460,26,44433,1
132789,97256,7,Other Services,2920,1,1,133812,37,18885,1
187899,96669,6,Construction,1741,1,1,130202,29,45488,1
135210,76391,4,Construction,2973,1,1,29634,34,29221,1
141838,82682,7,Retail Trade,2638,1,1,34298,32,37644,1
85473,57014,6,Construction,2619,1,1,116990,36,47176,1
133911,83087,6,Services Sectors,5095,1,1,33735,36,20655,1
224693,71666,7,Services Sectors,0930,1,1,99522,30,27506,1
141709,60530,5,Accommodation and Food Services,2655,1,1,37523,35,11175,1
182355,85831,8,Other Services,0889,1,1,44948,35,49036,1
88490,52110,9,Accommodation and Food Services,2211,1,1,138372,39,48892,1
154853,91990,7,Other Services,2903,1,1,144156,35,46283,1
101377,92957,4,Construction,8883,1,1,15137,37,27109,1
74600,76560,9,Construction,2596,1,1,121058,32,38133,1
209591,64881,5,Health Care and Social Assistance,2923,1,1,18222,30,39393,1
243443,72850,9,Retail Trade,2920,1,1,20388,26,36276,1
213906,83203,5,Health Care and Social Assistance,2989,1,1,67143,39,29700,1
249831,75148,7,Construction,2597,1,1,73831,33,11905,1
136542,98085,9,Retail Trade,2671,1,1,94913,32,13214,1
162245,64155,8,Accommodation and Food Services,2651,1,1,127974,28,21860,1
183523,99517,5,Education and Training,2961,1,1,108472,31,32017,1
96769,67264,9,Health Care and Social Assistance,1820,1,1,67135,37,27409,1
148006,73711,5,Accommodation and Food Services,2928,1,1,36345,28,39841,1
148382,88192,5,Services Sectors,2619,1,1,25530,37,29382,1
135293,64752,5,Retail Trade,2618,1,1,133763,25,46124,1
211450,82731,9,Construction,2627,1,1,21403,34,11827,1
178578,97361,4,Accommodation and Food Services,2600,1,1,56624,28,29552,1
190040,97474,4,Retail Trade,2970,1,1,23521,25,16617,1
84723,91402,4,Accommodation and Food Services,2913,1,1,93420,28,43097,1
114254,67665,8,Accommodation and Food Services,0223,1,1,23597,26,48816,1
123341,82014,4,Education and Training,2844,1,1,32538,31,22824,1
127567,96649,5,Construction,2016,1,1,17484,32,37782,1
81134,83290,6,Accommodation and Food Services,2619,1,1,135301,33,38591,1
202538,55877,5,Accommodation and Food Services,2967,1,1,19552,37,49978,1
132013,54152,7,Accommodation and Food Services,4159,1,1,147135,26,30854,1
236144,89395,4,Retail Trade,2912,1,1,76559,27,15732,1
92254,73712,8,Services Sectors,1002,1,1,85119,36,21523,1
245890,50756,9,Construction,1292,1,1,38968,25,15915,1
149892,66474,4,Accommodation and Food Services,2944,1,1,98838,28,15140,1
105703,61389,4,Services Sectors,0935,1,1,63079,35,10248,1
147485,65360,5,Construction,2959,1,1,87609,32,42470,1
89896,71240,7,Retail Trade,4278,1,1,65636,28,26051,1
181855,72187,4,Health Care and Social Assistance,2674,1,1,62905,32,11195,1
119507,87203,6,Education and Training,0948,1,1,97385,27,15543,1
217867,82439,5,Accommodation and Food Services,0288,1,1,27103,27,49293,1
89156,58256,4,Construction,2630,1,1,56832,38,43573,1
201152,78301,7,Health Care and Social Assistance,2620,1,1,122590,25,12987,1
197743,72752,5,Accommodation and Food Services,2118,1,1,116528,32,48568,1
129002,95340,4,Services Sectors,7570,1,1,63206,39,42317,1
232613,91461,8,Retail Trade,2335,1,1,42011,33,24904,1
203722,67849,5,Construction,2933,1,1,20851,35,14247,1
78745,89050,5,Education and Training,0975,1,1,101572,26,29717,1
136553,85160,5,Education and Training,2687,1,1,103887,38,26240,1
109050,51544,6,Services Sectors,6146,1,1,135672,31,35596,1
221537,93171,7,Services Sectors,2967,1,1,63461,25,39991,1
133363,79295,9,Health Care and Social Assistance,2235,1,1,144418,27,28735,1
184360,79061,5,Services Sectors,2610,1,1,46543,28,29803,1
205549,64962,6,Education and Training,9580,1,1,120564,36,10969,1
229217,73690,8,Other Services,2939,1,1,62797,31,29883,1
222862,67835,7,Retail Trade,2618,1,1,64447,29,47135,1
175480,50310,6,Services Sectors,2780,1,1,149213,36,44402,1
105029,77924,4,Accommodation and Food Services,2087,1,1,77050,25,31524,1
124146,96748,9,Retail Trade,9071,1,1,84777,27,48644,1
200428,90686,8,Retail Trade,1264,1,1,106335,34,11045,1
178864,62998,9,Services Sectors,2990,1,1,76698,38,14159,1
189444,52163,7,Health Care and Social Assistance,0202,1,1,87705,37,48206,1
142943,69677,4,Services Sectors,2380,1,1,126155,34,21583,1
66472,91561,9,Other Services,2883,1,1,92729,33,32267,1
168532,72311,9,Retail Trade,2962,1,1,120990,25,17937,1
68826,88793,6,Services Sectors,2649,1,1,96592,30,25104,1
83938,84195,4,Accommodation and Food Services,2688,1,1,146559,37,10101,1
73911,55586,9,Retail Trade,2475,1,1,119743,38,34292,1
211364,82113,6,Accommodation and Food Services,2674,1,1,36979,31,20544,1
207222,88350,5,Education and Training,2948,1,1,94895,39,49255,1
84906,96390,7,Construction,2940,1,1,64898,39,47802,1
176370,70269,4,Construction,2915,1,1,15174,37,40515,1
77011,73785,7,Education and Training,2696,1,1,87734,33,34199,1
136026,64802,4,Construction,2297,1,1,76724,36,46841,1
200342,75195,5,Retail Trade,0240,1,1,127079,39,19533,1
206813,94317,7,Health Care and Social Assistance,2775,1,1,121463,33,27932,1
150385,82794,7,Accommodation and Food Services,9189,1,1,36149,34,47462,1
170818,99731,9,Other Services,2546,1,1,103495,32,22604,1
114142,68121,5,Accommodation and Food Services,2980,1,1,108829,36,43996,1
94858,55757,6,Health Care and Social Assistance,0969,1,1,135766,29,36629,1
80769,89443,9,Education and Training,2980,1,1,140122,36,29472,1
137955,65157,7,Other Services,2508,1,1,135078,30,34864,1
162202,81791,7,Construction,8453,1,1,105747,27,37980,1
116103,68511,6,Accommodation and Food Services,2956,1,1,94182,29,40245,1
182956,93117,4,Services Sectors,2196,1,1,90483,38,27181,1
216447,52335,8,Accommodation and Food Services,2920,1,1,92190,38,34130,1
187666,76300,5,Education and Training,6305,1,1,121769,27,11787,1
223974,80797,8,Accommodation and Food Services,2604,1,1,130285,36,10183,1
74907,99530,4,Other Services,2652,1,1,38207,30,45075,1
109642,73362,8,Health Care and Social Assistance,2596,1,1,50793,38,28145,1
235806,68758,5,Construction,6049,1,1,40001,34,42482,1
171795,77858,6,Education and Training,2204,1,1,106481,30,39970,1
220327,57942,5,Retail Trade,5526,1,1,61206,37,45563,1
74191,64740,5,Retail Trade,2309,1,1,131035,36,49685,1
152025,74873,8,Other Services,2966,1,1,122359,28,44328,1
205891,94514,9,Education and Training,2987,1,1,97017,39,35320,1
152281,51193,4,Retail Trade,2680,1,1,123429,39,18257,1
101870,68134,6,Other Services,2623,1,1,88126,34,34213,1
117582,76720,9,Other Services,2686,1,1,138237,39,12428,1
198657,90975,6,Accommodation and Food Services,2474,1,1,35051,36,23084,1
143722,59163,4,Accommodation and Food Services,2968,1,1,24146,38,44531,1
98812,51634,6,Accommodation and Food Services,2737,1,1,115373,26,42379,1
81607,82419,8,Accommodation and Food Services,9891,1,1,80698,28,43945,1
118340,95911,4,Accommodation and Food Services,2937,1,1,147011,31,48904,1
180612,71396,8,Construction,7971,1,1,57077,26,48736,1
142933,83458,4,Other Services,2836,1,1,121485,31,39743,1
110249,67213,9,Retail Trade,2647,1,1,137552,31,41558,1
77513,72582,4,Other Services,2927,1,1,143423,32,11957,1
200519,77380,8,Construction,2741,1,1,79305,38,20234,1
119704,98026,6,Health Care and Social Assistance,2145,1,1,118875,26,35242,1
130722,65977,5,Other Services,2903,1,1,104473,30,26483,1
157576,50841,5,Services Sectors,2619,1,1,85287,31,47011,1
135127,95660,8,Retail Trade,2821,1,1,55109,34,47623,1
197394,83303,5,Education and Training,3494,1,1,145728,29,19881,1
69029,77500,4,Retail Trade,2958,1,1,145162,25,10440,1
178189,96582,7,Health Care and Social Assistance,4359,1,1,58362,38,12064,1
75176,97218,8,Other Services,2686,1,1,124765,35,43050,1
100030,67715,5,Construction,2643,1,1,48794,33,10954,1
173587,78714,5,Retail Trade,2611,1,1,65055,33,27837,1
227438,60325,6,Retail Trade,2088,1,1,56095,27,18527,1
156142,53807,6,Retail Trade,0253,1,1,42162,35,34098,1
147234,94133,5,Other Services,2131,1,1,31023,25,21252,1
196289,87329,8,Services Sectors,2620,1,1,64796,33,21970,1
226352,73488,9,Retail Trade,9276,1,1,40342,30,18269,1
208928,91432,8,Other Services,2920,1,1,32280,25,23613,1
198522,76984,8,Accommodation and Food Services,2695,1,1,131406,36,23440,1
128959,92076,4,Retail Trade,6286,1,1,140638,39,27264,1
234790,51813,9,Education and Training,2182,1,1,51826,36,31760,1
224737,78517,9,Health Care and Social Assistance,2625,1,1,40843,26,39940,1
88012,96500,5,Other Services,2833,1,1,80096,26,30468,1
190264,57369,4,Accommodation and Food Services,2087,1,1,149167,39,12715,1
241158,87951,9,Services Sectors,2694,1,1,147406,28,35166,1
113803,93760,9,Services Sectors,2976,1,1,75502,31,49414,1
74168,98540,8,Accommodation and Food Services,1008,1,1,109564,32,31783,1
175684,72289,7,Accommodation and Food Services,7483,1,1,19978,36,25883,1
79688,98820,4,Health Care and Social Assistance,8423,1,1,43002,34,32205,1
125651,56947,9,Accommodation and Food Services,2619,1,1,108574,30,21583,1
203892,90380,8,Accommodation and Food Services,2982,1,1,37831,34,19724,1
199897,58185,9,Services Sectors,2992,1,1,15975,28,33098,1
68899,94627,8,Education and Training,2977,1,1,53737,34,40167,1
220551,98080,5,Education and Training,2055,1,1,147227,31,13707,1
104452,56276,4,Construction,0881,1,1,63188,25,40095,1
84382,50416,6,Services Sectors,5599,1,1,113291,30,36129,1
196074,62636,5,Health Care and Social Assistance,2609,1,1,136035,32,36801,1
106781,99032,8,Health Care and Social Assistance,2635,1,1,42756,28,47729,1
126072,52584,8,Health Care and Social Assistance,2912,1,1,26665,28,40275,1
69321,57070,5,Retail Trade,2694,1,1,27192,26,21843,1
246869,58897,8,Health Care and Social Assistance,2619,1,1,109270,31,43503,1
217148,95822,6,Construction,2684,1,1,93124,37,10934,1
191772,77286,9,Health Care and Social Assistance,2648,1,1,114610,37,29418,1
84156,68086,8,Other Services,2990,1,1,135417,30,40725,1
83821,76236,6,Other Services,7230,1,1,137343,29,33160,1
160822,51859,4,Health Care and Social Assistance,2762,1,1,124927,30,25378,1
145833,92063,7,Accommodation and Food Services,2976,1,1,132382,28,22796,1
179644,51126,6,Education and Training,2305,1,1,48893,36,16237,1
157348,79681,6,Accommodation and Food Services,0210,1,1,52563,31,41981,1
216166,88670,4,Retail Trade,2125,1,1,76110,35,20703,1
219600,94697,6,Construction,0227,1,1,97506,39,47802,1
126551,99745,8,Services Sectors,2660,1,1,98589,29,33271,1
248932,84107,8,Services Sectors,2617,1,1,17181,39,36480,1
114332,78410,5,Other Services,2924,1,1,116489,33,26303,1
151106,85488,9,Accommodation and Food Services,2432,1,1,99380,25,23463,1
241059,85499,4,Services Sectors,2972,1,1,96167,30,42744,1
105410,63247,9,Education and Training,2980,1,1,73288,39,27688,1
246830,70554,6,Accommodation and Food Services,2093,1,1,91300,27,23497,1
201106,60138,5,Other Services,1720,1,1,111220,26,42918,1
68096,62343,4,Retail Trade,3596,1,1,101801,25,16616,1
122389,63396,7,Retail Trade,8983,1,1,136006,32,37146,1
240682,90990,4,Education and Training,2147,1,1,67986,31,20622,1
74163,77295,6,Services Sectors,0913,1,1,128336,34,31651,1
152892,69816,7,Accommodation and Food Services,1721,1,1,24569,29,41050,1
157383,80469,8,Education and Training,0806,1,1,107074,34,41168,1
201414,95576,7,Retail Trade,2954,1,1,120724,39,34352,1
178436,60382,6,Construction,2955,1,1,17401,26,35377,1
212983,59352,4,Accommodation and Food Services,2985,1,1,128567,29,11537,1
158352,65392,4,Services Sectors,4361,1,1,71442,36,31814,1
115379,61800,8,Other Services,2303,1,1,55353,34,45104,1
248405,94755,7,Other Services,2920,1,1,46927,34,30937,1
184242,99921,4,Other Services,2273,1,1,36560,36,14233,1
125563,51109,5,Retail Trade,5450,1,1,77285,36,11533,1
218426,99889,5,Other Services,2676,1,1,105710,38,18618,1
68263,57902,6,Education and Training,2220,1,1,59467,28,43741,1
147394,75410,6,Accommodation and Food Services,2994,1,1,26375,28,19913,1
120654,71232,5,Services Sectors,0885,1,1,132651,35,35829,1
211344,86046,5,Construction,2919,1,1,73545,26,20110,1
122769,89985,8,Education and Training,0910,1,1,92112,30,48058,1
210274,79814,9,Other Services,2667,1,1,57096,31,29739,1
201588,97025,9,Retail Trade,2134,1,1,74304,25,28325,1
166136,61096,5,Education and Training,8432,1,1,27157,33,35577,1
201999,95053,9,Health Care and Social Assistance,2616,1,1,26908,38,20933,1
151147,75508,9,Health Care and Social Assistance,9078,1,1,92851,36,10576,1
233674,86152,7,Other Services,0946,1,1,44923,25,15386,1
203799,51281,7,Health Care and Social Assistance,2192,1,1,28852,27,48262,1
96457,77322,6,Construction,2649,1,1,61369,38,44524,1
112535,73583,8,Other Services,2490,1,1,51986,37,43170,1
114185,98404,7,Education and Training,1271,1,1,101293,26,47970,1
139645,78790,6,Other Services,5952,1,1,140495,28,23868,1
164818,61475,9,Construction,2619,1,1,140321,39,28766,1
218804,82745,7,Retail Trade,4487,1,1,112678,29,41826,1
74025,79424,8,Other Services,2990,1,1,72410,28,22651,1
212713,58895,7,Other Services,2681,1,1,75512,39,42356,1
198605,67405,9,Retail Trade,2965,1,1,69310,28,20345,1
144885,88078,8,Other Services,2924,1,1,113873,35,36782,1
94535,61928,6,Retail Trade,2776,1,1,98028,38,21571,1
168480,91543,8,Education and Training,2752,1,1,113993,32,33942,1
69920,55143,9,Accommodation and Food Services,3391,1,1,50802,29,30202,1
120671,67462,4,Retail Trade,2623,1,1,102695,26,44268,1
173575,80806,7,Retail Trade,2957,1,1,80540,39,12742,1
141176,94579,4,Education and Training,2903,1,1,125784,32,29964,1
87609,72611,7,Construction,8678,1,1,110725,28,36916,1
245631,66807,8,Accommodation and Food Services,1742,1,1,31240,35,26505,1
159904,89707,4,Services Sectors,2987,1,1,81022,25,42826,1
204876,92292,7,Accommodation and Food Services,5221,1,1,41351,37,29833,1
117210,74882,6,Services Sectors,0886,1,1,130974,31,44856,1
107634,66721,5,Other Services,2604,1,1,86885,26,46671,1
191779,99294,8,Retail Trade,2625,1,1,37735,34,18717,1
93983,74787,9,Services Sectors,2602,1,1,91412,30,43010,1
154382,92571,8,Other Services,2612,1,1,111949,33,12318,1
123623,74856,8,Retail Trade,2697,1,1,16949,39,16644,1
113740,89483,9,Other Services,0223,1,1,135510,26,33208,1
76544,97822,8,Other Services,2655,1,1,94234,28,13832,1
89358,55931,9,Health Care and Social Assistance,1682,1,1,95484,31,48141,1
167583,91331,4,Retail Trade,2698,1,1,36523,37,31505,1
99777,87091,6,Retail Trade,2938,1,1,107055,26,25802,1
151975,98372,8,Services Sectors,2984,1,1,124216,30,38550,1
85282,68256,8,Construction,3363,1,1,30938,26,45246,1
97953,78970,9,Other Services,2606,1,1,145831,31,47686,1
161963,61579,8,Retail Trade,2620,1,1,78739,26,44057,1
225273,86555,7,Services Sectors,2495,1,1,135757,38,48199,1
132223,52736,7,Health Care and Social Assistance,2932,1,1,15156,35,19550,1
117606,67691,4,Construction,2977,1,1,40592,28,15143,1
109498,50939,6,Other Services,2962,1,1,145113,35,24866,1
160371,99686,4,Other Services,6960,1,1,57901,31,14801,1
150794,99246,9,Health Care and Social Assistance,2678,1,1,81093,37,10892,1
67267,80853,7,Services Sectors,2977,1,1,80953,33,31316,1
249911,82880,8,Education and Training,2046,1,1,87140,37,34928,1
144754,64890,6,Health Care and Social Assistance,2967,1,1,91273,32,31568,1
144787,86892,6,Education and Training,2686,1,1,82717,36,13651,1
216844,89147,5,Construction,2957,1,1,72081,37,12621,1
215405,60860,4,Education and Training,2074,1,1,89361,30,40413,1
224760,82865,9,Other Services,2961,1,1,33360,35,41687,1
231491,65550,4,Services Sectors,1093,1,1,114192,37,45604,1
119275,82692,8,Construction,9627,1,1,36257,30,24866,1
202721,96222,9,Health Care and Social Assistance,2660,1,1,69156,26,36307,1
187620,70547,9,Health Care and Social Assistance,2648,1,1,97312,28,48469,1
96779,92747,4,Construction,2619,1,1,141318,26,35655,1
244102,82247,6,Accommodation and Food Services,2998,1,1,27714,36,41150,1
235712,65339,5,Services Sectors,2658,1,1,78929,36,12143,1
188865,50959,5,Services Sectors,2632,1,1,50036,35,36293,1
244154,65821,5,Other Services,2966,1,1,75657,39,13481,1
195860,66821,9,Retail Trade,6886,1,1,88945,26,39859,1
165967,67942,9,Accommodation and Food Services,2900,1,1,50457,26,21483,1
209072,76516,7,Education and Training,2984,1,1,121087,35,35504,1
172498,56864,7,Health Care and Social Assistance,2481,1,1,53497,37,42716,1
77349,97333,8,Accommodation and Food Services,2669,1,1,138244,35,29279,1
106094,65500,6,Health Care and Social Assistance,3113,1,1,135690,26,22936,1
216261,56032,6,Other Services,5420,1,1,57442,39,48018,1
199655,90241,9,Education and Training,2699,1,1,19463,38,11876,1
212710,92725,5,Services Sectors,9861,1,1,103875,37,34003,1
189137,71868,7,Health Care and Social Assistance,2421,1,1,125894,25,15722,1
210394,82269,9,Accommodation and Food Services,1555,1,1,149027,38,23287,1
176052,86702,6,Services Sectors,2637,1,1,100642,25,30205,1
196441,80441,6,Construction,2673,1,1,20917,26,12199,1
105285,93311,5,Construction,2999,1,1,141952,27,31683,1
77340,74757,7,Retail Trade,2855,1,1,28112,35,10300,1
87060,51036,8,Health Care and Social Assistance,3180,1,1,119214,25,25410,1
245186,60477,8,Health Care and Social Assistance,2990,1,1,126029,27,11816,1
222243,91870,6,Retail Trade,2036,1,1,101543,29,40761,1
152914,69533,9,Education and Training,2992,1,1,144559,39,26945,1
194857,68840,5,Accommodation and Food Services,2632,1,1,45396,39,10527,1
87599,65884,4,Construction,1932,1,1,113467,36,29949,1
152910,99089,5,Education and Training,2613,1,1,54366,35,29919,1
212787,93192,9,Other Services,2919,1,1,29912,25,29064,1
149380,83100,7,Health Care and Social Assistance,2654,1,1,101619,27,26666,1
178047,53691,5,Health Care and Social Assistance,2706,1,1,58890,33,49421,1
95764,64467,7,Other Services,2902,1,1,60998,32,37264,1
67632,56822,7,Construction,2630,1,1,143865,37,18347,1
202805,51133,5,Construction,2262,1,1,20675,25,36447,1
209674,97430,6,Education and Training,2682,1,1,148083,31,24828,1
111950,50974,7,Other Services,4552,1,1,96129,30,11703,1
105997,74828,4,Retail Trade,2946,1,1,78829,39,40300,1
243651,77569,5,Retail Trade,2634,1,1,101343,30,43123,1
95797,54983,8,Construction,2608,1,1,60895,36,31179,1
