monthly_revenue,loanAmt,businessHistory,industry,zipCode,hasProperty,otherLoan,cash,directorAge,taxReturn,isDefault
51962,32811,3,EducationAndTraining,2941,1,1,23524,46,8848,0
18350,85031,3,RetailTrade,2651,1,1,7230,64,9351,0
35276,53808,3,EducationAndTraining,2952,0,1,19619,60,9529,0
24954,48780,3,OtherServices,2320,0,1,19063,42,9080,0
40701,29890,2,Construction,2904,0,1,13863,62,9266,0
61254,60141,2,ServicesSectors,2690,0,1,7481,42,7677,0
52956,80651,3,RetailTrade,6009,1,1,22139,38,8435,0
25539,52999,2,OtherServices,5045,0,1,23202,51,8860,0
11409,6894,3,HealthCareAndSocialAssistance,2692,1,1,17469,44,6835,0
63348,57020,2,RetailTrade,2932,1,1,13241,32,8653,0
39686,95768,3,HealthCareAndSocialAssistance,2649,0,1,12087,32,9141,0
63675,5459,2,AccommodationAndFoodServices,9201,0,1,10576,64,7826,0
11383,75598,2,ServicesSectors,2618,0,1,22035,47,9873,0
21245,12798,3,EducationAndTraining,2662,0,1,21712,58,7386,0
32116,37723,2,RetailTrade,2363,1,1,23207,39,9948,0
64779,81356,3,HealthCareAndSocialAssistance,2960,0,1,21086,26,6588,0
44382,15207,3,EducationAndTraining,2920,1,1,10659,43,9192,0
35534,35064,2,OtherServices,2655,1,1,20969,25,8041,0
54779,18208,3,AccommodationAndFoodServices,2651,1,1,10383,33,6139,0
44879,11279,3,Construction,2633,0,1,12353,62,5055,0
19434,65137,2,HealthCareAndSocialAssistance,2982,1,1,16821,57,8211,0
32746,57734,3,AccommodationAndFoodServices,6199,1,1,10811,44,5491,0
23868,15106,3,RetailTrade,5422,0,1,21441,47,8818,0
23559,28534,3,ServicesSectors,2615,1,1,19139,49,7747,0
35449,65291,2,EducationAndTraining,2672,0,1,10341,46,8840,0
25289,12827,2,RetailTrade,2983,0,1,21190,64,7751,0
26002,73633,2,HealthCareAndSocialAssistance,2977,1,1,20424,52,7446,0
40484,72949,2,OtherServices,2633,1,1,5158,64,5608,0
60491,41008,3,Construction,5806,0,1,23899,54,5330,0
60058,25227,3,Construction,2368,1,1,17389,53,5103,0
55356,89617,2,RetailTrade,2684,0,1,19916,53,6208,0
58165,88853,3,RetailTrade,2002,0,1,18218,49,7383,0
23952,30602,3,AccommodationAndFoodServices,2265,1,1,17670,56,5144,0
19576,22194,2,Construction,2927,0,1,17646,53,5445,0
44828,10674,2,HealthCareAndSocialAssistance,7813,1,1,21426,30,6056,0
64223,50710,3,RetailTrade,0863,1,1,13934,57,5464,0
52901,44441,3,ServicesSectors,2621,1,1,12977,36,5915,0
38873,43279,2,AccommodationAndFoodServices,3475,1,1,5810,33,5442,0
55006,51473,2,OtherServices,8726,0,1,23506,44,6270,0
38033,57612,3,RetailTrade,2654,1,1,12628,60,5892,0
14745,71548,3,HealthCareAndSocialAssistance,4045,1,1,8695,29,7087,0
40352,62323,2,RetailTrade,2685,1,1,24023,59,8612,0
31727,22745,2,RetailTrade,2681,0,1,11152,56,6491,0
31672,23467,2,ServicesSectors,2621,0,1,8132,28,9092,0
21644,61267,3,AccommodationAndFoodServices,2427,1,1,21680,33,7355,0
21334,92543,3,EducationAndTraining,2939,1,1,17477,52,7760,0
62217,66214,3,AccommodationAndFoodServices,2956,0,1,7222,58,5819,0
51062,80382,3,EducationAndTraining,2964,1,1,5583,56,9629,0
12765,73547,2,HealthCareAndSocialAssistance,2680,1,1,20018,34,6105,0
57036,90484,2,ServicesSectors,2989,0,1,14231,40,6059,0
28365,17262,3,Construction,2002,0,1,21597,50,5044,0
30085,15392,3,EducationAndTraining,2682,1,1,12728,29,6576,0
37025,86584,2,AccommodationAndFoodServices,3807,1,1,17136,28,7483,0
34838,83268,2,HealthCareAndSocialAssistance,5955,1,1,23768,47,8754,0
26612,44389,2,Construction,2051,0,1,24995,62,9562,0
56788,68194,2,EducationAndTraining,2887,0,1,10168,42,7239,0
33190,6900,3,RetailTrade,6547,0,1,6417,41,9296,0
25739,96143,3,HealthCareAndSocialAssistance,2920,1,1,12541,31,5524,0
34966,82133,3,EducationAndTraining,2947,1,1,16483,49,8978,0
53120,82640,3,Construction,2046,1,1,11082,34,8796,0
35310,47233,2,EducationAndTraining,7892,0,1,24557,37,5492,0
34869,9252,2,RetailTrade,2168,1,1,20546,47,6761,0
49551,98718,3,HealthCareAndSocialAssistance,2676,1,1,19753,44,7707,0
60320,9595,2,OtherServices,2670,0,1,11784,34,5702,0
30588,60579,3,OtherServices,4208,1,1,18893,64,7160,0
45944,37457,3,ServicesSectors,2946,1,1,22163,42,7118,0
20435,78255,3,RetailTrade,2644,0,1,5377,55,7868,0
22351,78954,2,OtherServices,2902,0,1,15535,26,9197,0
63259,94014,3,ServicesSectors,2619,0,1,24453,63,9562,0
11817,62932,3,HealthCareAndSocialAssistance,2630,1,1,8831,52,5658,0
42220,43818,3,AccommodationAndFoodServices,2462,1,1,10677,58,7864,0
17418,40839,2,EducationAndTraining,2605,1,1,19963,44,8364,0
40893,52617,3,RetailTrade,2699,1,1,7759,25,9507,0
63818,7945,2,OtherServices,8743,0,1,19601,57,5342,0
23076,12864,3,AccommodationAndFoodServices,2920,0,1,16637,26,9930,0
23666,19996,2,AccommodationAndFoodServices,2355,1,1,18581,45,9063,0
30013,75054,3,HealthCareAndSocialAssistance,2363,0,1,24560,47,6805,0
24999,43054,3,OtherServices,2268,1,1,6497,52,9148,0
49148,92443,2,HealthCareAndSocialAssistance,2675,0,1,11978,45,8486,0
44453,43980,3,Construction,2955,0,1,15230,43,5515,0
62192,48552,2,RetailTrade,0241,1,1,10339,60,7918,0
26935,72208,3,AccommodationAndFoodServices,2057,1,1,8490,52,8467,0
11213,46416,2,RetailTrade,8878,1,1,5462,36,6185,0
58385,96602,2,AccommodationAndFoodServices,2993,1,1,9611,31,7050,0
44850,73970,3,ServicesSectors,2902,1,1,7522,36,9032,0
64158,84637,3,OtherServices,2827,0,1,24064,25,9844,0
15597,38446,3,Construction,2949,1,1,23249,51,9444,0
30080,72324,2,HealthCareAndSocialAssistance,2682,1,1,5518,55,7778,0
59836,66346,2,RetailTrade,2214,1,1,5193,29,7504,0
62657,71437,2,Construction,0917,1,1,20316,26,8140,0
39973,58283,2,RetailTrade,2939,0,1,7438,34,9881,0
10955,33233,2,ServicesSectors,2336,1,1,20428,40,9735,0
10994,37007,3,EducationAndTraining,2619,1,1,10357,34,6981,0
61867,36992,3,OtherServices,6789,0,1,10859,29,9611,0
32428,95077,2,Construction,2251,0,1,18066,34,9501,0
17003,49517,3,EducationAndTraining,2412,0,1,9237,31,8669,0
12033,69296,2,HealthCareAndSocialAssistance,0268,0,1,21326,46,7867,0
32054,61386,3,OtherServices,0954,1,1,7464,40,9320,0
56578,6546,3,AccommodationAndFoodServices,0860,0,1,11975,34,8676,0
16020,61865,3,OtherServices,2966,1,1,10196,41,9038,0
59891,30392,3,HealthCareAndSocialAssistance,2946,1,1,20672,26,8572,0
35377,81175,3,AccommodationAndFoodServices,9501,1,1,21144,41,6640,0
47562,83957,2,RetailTrade,2569,1,1,7508,33,9275,0
12505,96631,2,OtherServices,2263,1,1,15372,62,9767,0
64282,83659,3,EducationAndTraining,5791,1,1,24856,49,6333,0
59046,29892,2,RetailTrade,7754,1,1,6493,51,6938,0
36476,76095,2,EducationAndTraining,2941,0,1,19689,47,9937,0
49691,87772,3,OtherServices,2903,1,1,14754,36,8129,0
44758,11518,2,Construction,2920,1,1,11563,54,6082,0
59813,9651,3,RetailTrade,1934,1,1,22676,47,6573,0
13909,83976,3,AccommodationAndFoodServices,2695,1,1,22715,64,5747,0
56051,11877,2,AccommodationAndFoodServices,2668,0,1,14526,51,8916,0
20128,85339,3,HealthCareAndSocialAssistance,2688,1,1,13781,42,5445,0
12421,52293,3,ServicesSectors,2661,1,1,20372,30,5876,0
63819,19452,2,Construction,2952,1,1,11727,47,9763,0
32251,17950,3,EducationAndTraining,2381,1,1,11832,40,9015,0
37461,18313,3,Construction,2694,1,1,15041,34,9985,0
47509,79957,3,AccommodationAndFoodServices,2766,1,1,11708,51,7319,0
31913,67233,3,EducationAndTraining,2901,0,1,19909,30,6839,0
10899,71891,3,EducationAndTraining,2612,0,1,9754,42,9371,0
19379,40375,3,HealthCareAndSocialAssistance,3535,1,1,20834,28,5106,0
64143,92288,2,EducationAndTraining,2398,1,1,12133,41,7031,0
41381,52630,2,EducationAndTraining,2283,0,1,9321,28,5189,0
60780,32171,2,Construction,2920,0,1,6075,32,7855,0
37357,46806,3,AccommodationAndFoodServices,1025,0,1,13927,36,5110,0
49493,35272,2,OtherServices,1621,1,1,16281,57,7547,0
43930,42259,2,EducationAndTraining,2670,1,1,13437,31,8927,0
33136,13398,2,Construction,0915,1,1,10128,49,5677,0
41040,20639,3,OtherServices,7902,0,1,18887,35,7095,0
21849,18988,2,AccommodationAndFoodServices,2954,0,1,6390,46,6295,0
14023,76250,2,AccommodationAndFoodServices,2974,0,1,21929,63,6410,0
51578,63054,2,Construction,2958,1,1,16221,60,8134,0
57093,64017,3,RetailTrade,2818,0,1,16074,55,6662,0
31127,23564,2,HealthCareAndSocialAssistance,2591,1,1,8533,36,6691,0
37621,83362,3,Construction,2928,0,1,20062,26,9262,0
41910,7374,3,OtherServices,9852,0,1,13590,28,5635,0
36910,28986,3,OtherServices,2980,0,1,14451,49,9409,0
41053,17156,2,RetailTrade,2623,1,1,18524,52,5580,0
62787,73146,3,ServicesSectors,2619,1,1,6486,63,6887,0
62379,86737,3,ServicesSectors,2777,1,1,20263,61,6290,0
60219,51632,3,Construction,2902,1,1,17382,50,6018,0
24905,47479,3,ServicesSectors,0262,1,1,24723,49,7556,0
42847,83977,3,Construction,2051,0,1,10097,45,9336,0
49243,29173,3,RetailTrade,2610,1,1,17334,48,6713,0
50448,32631,3,EducationAndTraining,2675,0,1,13803,61,7723,0
37186,15889,3,AccommodationAndFoodServices,2995,1,1,23357,62,9295,0
31609,16413,3,OtherServices,2618,0,1,12857,39,7399,0
13310,51961,3,ServicesSectors,2389,1,1,17556,44,6695,0
40295,72624,3,RetailTrade,1797,0,1,11633,56,9021,0
46553,62022,3,OtherServices,2978,0,1,9331,28,5618,0
34137,81835,2,Construction,2992,0,1,11231,39,8011,0
11493,92990,3,RetailTrade,2266,0,1,14748,62,5697,0
62280,73914,3,ServicesSectors,2920,0,1,5148,40,9432,0
32407,10106,2,Construction,2576,0,1,12601,49,8683,0
43640,37505,3,AccommodationAndFoodServices,1923,0,1,20521,42,8053,0
32902,19959,3,HealthCareAndSocialAssistance,2607,1,1,18128,33,8257,0
48894,67469,2,ServicesSectors,2216,1,1,15078,31,9235,0
39726,49569,3,HealthCareAndSocialAssistance,8872,1,1,11063,42,8522,0
59762,5769,3,EducationAndTraining,2967,1,1,15817,32,9506,0
45014,42510,2,AccommodationAndFoodServices,7858,1,1,8383,35,9198,0
31760,70047,2,HealthCareAndSocialAssistance,2670,0,1,16185,62,7613,0
24433,16043,2,EducationAndTraining,2699,1,1,8410,39,8920,0
26406,95011,3,AccommodationAndFoodServices,2775,0,1,17433,36,8761,0
26432,64727,3,AccommodationAndFoodServices,2925,0,1,16102,48,9306,0
18488,7395,3,RetailTrade,6795,1,1,15531,54,7123,0
43903,21793,2,EducationAndTraining,2276,0,1,24742,28,5577,0
45834,82637,3,HealthCareAndSocialAssistance,2994,1,1,23298,34,8999,0
26396,36928,3,OtherServices,2920,1,1,11079,39,9442,0
49989,11312,3,HealthCareAndSocialAssistance,2030,0,1,9700,35,7921,0
19445,25430,3,ServicesSectors,2637,0,1,10377,59,5065,0
47776,66654,2,Construction,2165,1,1,10823,41,7442,0
15179,30455,2,Construction,2987,0,1,23552,34,9036,0
59943,34874,2,AccommodationAndFoodServices,2351,1,1,12798,37,5675,0
53576,7395,3,EducationAndTraining,2975,1,1,13133,59,6190,0
17812,49021,3,ServicesSectors,9130,0,1,13538,37,7834,0
57837,49741,3,ServicesSectors,5142,1,1,13852,27,6829,0
29172,75931,3,Construction,2661,0,1,7087,37,8469,0
36126,8123,3,AccommodationAndFoodServices,2600,0,1,6467,27,5159,0
53916,75688,2,AccommodationAndFoodServices,2938,0,1,12246,28,6761,0
31555,9783,2,AccommodationAndFoodServices,7698,0,1,8353,43,5851,0
60367,83239,2,AccommodationAndFoodServices,2906,0,1,5452,26,8359,0
52010,48955,3,OtherServices,2619,0,1,8812,46,7531,0
21565,41277,3,OtherServices,2686,1,1,24295,32,9100,0
48669,23708,2,RetailTrade,2194,1,1,24784,44,6576,0
26618,73608,2,RetailTrade,2910,0,1,13052,39,5516,0
11032,29375,2,EducationAndTraining,2645,1,1,17134,39,6929,0
31476,68372,2,OtherServices,2641,0,1,10498,55,5369,0
40451,18400,3,RetailTrade,2699,1,1,19500,38,9628,0
51117,31679,2,AccommodationAndFoodServices,2610,0,1,24092,28,7848,0
30284,16913,3,HealthCareAndSocialAssistance,2642,1,1,15968,48,7106,0
17137,90916,2,HealthCareAndSocialAssistance,2933,1,1,24127,63,5816,0
30363,20147,3,OtherServices,2696,1,1,14030,51,7518,0
60846,33676,3,Construction,2985,1,1,21749,59,8738,0
54705,63912,3,ServicesSectors,2967,1,1,15726,29,5701,0
22128,63339,2,EducationAndTraining,2788,1,1,24115,28,6046,0
24871,90554,2,EducationAndTraining,6335,0,1,21549,38,8381,0
29448,27338,2,HealthCareAndSocialAssistance,2940,1,1,14320,35,7756,0
44917,17697,3,RetailTrade,2337,1,1,9422,43,9411,0
31979,13994,2,Construction,5648,1,1,19241,29,8000,0
39659,53844,2,ServicesSectors,2920,0,1,13053,54,5271,0
32643,24908,2,HealthCareAndSocialAssistance,7520,0,1,22106,37,9690,0
17280,25847,2,OtherServices,2998,0,1,20745,56,7507,0
63581,65209,2,Construction,2065,0,1,23358,59,5651,0
64345,55330,3,AccommodationAndFoodServices,2912,1,1,9204,64,9331,0
60078,14940,3,HealthCareAndSocialAssistance,2901,0,1,17335,61,7785,0
11164,26669,3,RetailTrade,9033,1,1,21095,53,9203,0
63781,70621,3,ServicesSectors,5021,1,1,10915,54,8189,0
63293,62886,2,AccommodationAndFoodServices,2547,1,1,23670,37,7386,0
34132,76677,2,EducationAndTraining,2602,0,1,9849,36,7360,0
15362,62807,3,ServicesSectors,3232,0,1,20549,55,5305,0
34214,10424,2,EducationAndTraining,2900,1,1,12414,31,6547,0
22124,81402,3,RetailTrade,9798,0,1,12174,33,8922,0
20633,40875,2,RetailTrade,2974,1,1,15751,38,5247,0
62129,79573,2,AccommodationAndFoodServices,2995,1,1,6170,27,9752,0
30962,72567,2,Construction,2622,0,1,14961,55,7992,0
11132,94751,2,HealthCareAndSocialAssistance,3382,1,1,23623,35,6146,0
55076,77689,3,RetailTrade,2901,1,1,22392,54,9845,0
30297,72205,3,RetailTrade,2220,1,1,12485,29,9936,0
28857,54764,3,AccommodationAndFoodServices,2049,1,1,17755,50,7953,0
43077,16591,3,AccommodationAndFoodServices,2048,1,1,12630,27,8627,0
63588,92027,3,AccommodationAndFoodServices,2632,0,1,24520,53,9828,0
13297,33309,2,RetailTrade,2624,0,1,6261,46,7670,0
42863,73453,3,HealthCareAndSocialAssistance,3100,0,1,20052,38,8444,0
36274,59374,3,RetailTrade,2933,1,1,22007,64,7092,0
36811,45035,2,Construction,2306,1,1,21065,60,9146,0
16825,86614,3,AccommodationAndFoodServices,2901,1,1,10944,38,7890,0
36630,28701,2,RetailTrade,2622,0,1,23236,63,5474,0
12199,57117,2,Construction,2953,0,1,6658,54,7308,0
30706,73220,2,OtherServices,2905,1,1,20247,42,5907,0
56281,11859,3,EducationAndTraining,0241,0,1,18290,44,6177,0
21260,48098,2,OtherServices,0896,1,1,23573,47,6408,0
17802,69124,3,ServicesSectors,2652,1,1,12559,45,9256,0
23741,84401,2,OtherServices,2633,1,1,15999,63,6583,0
46771,85042,3,Construction,9186,0,1,12895,55,7436,0
48588,63638,3,AccommodationAndFoodServices,2478,0,1,12010,63,8057,0
27486,20434,2,EducationAndTraining,9090,0,1,15449,64,6896,0
46610,85197,2,RetailTrade,2277,0,1,22403,53,7835,0
30016,6937,3,Construction,8109,1,1,17899,46,8281,0
38451,94520,2,HealthCareAndSocialAssistance,2920,1,1,22113,44,5257,0
19356,10671,2,Construction,2900,0,1,14569,48,9658,0
63464,44801,3,RetailTrade,7099,0,1,8233,52,9404,0
55111,41885,3,HealthCareAndSocialAssistance,2971,1,1,24978,34,6586,0
59193,14209,3,ServicesSectors,2915,1,1,24836,48,7399,0
35536,14316,3,EducationAndTraining,2688,0,1,18414,49,6954,0
30828,73820,2,OtherServices,2900,1,1,5244,50,5697,0
20769,97752,3,OtherServices,2452,1,1,10059,58,7248,0
25363,22996,2,EducationAndTraining,2967,0,1,19395,58,9011,0
36843,94448,2,ServicesSectors,2917,1,1,12756,61,6836,0
26770,58595,2,ServicesSectors,2692,0,1,22611,33,6181,0
44662,68718,2,OtherServices,2955,0,1,15072,33,5653,0
40824,71129,2,RetailTrade,2617,0,1,17993,35,7119,0
15802,77859,2,OtherServices,1441,1,1,21677,42,5131,0
61507,60396,2,ServicesSectors,2405,1,1,6206,47,5859,0
51112,96088,3,EducationAndTraining,9857,0,1,12694,40,5387,0
53649,46709,3,HealthCareAndSocialAssistance,0257,1,1,15475,61,8320,0
41964,21776,3,Construction,2694,1,1,8484,59,7462,0
51026,10783,2,EducationAndTraining,2918,0,1,6148,32,7077,0
34449,20159,3,AccommodationAndFoodServices,0959,0,1,12096,26,5489,0
48585,18849,2,AccommodationAndFoodServices,2582,1,1,14585,27,6516,0
48097,93072,2,AccommodationAndFoodServices,6631,1,1,5135,56,9731,0
46863,85744,3,OtherServices,0919,1,1,11164,38,6987,0
59956,12274,3,HealthCareAndSocialAssistance,2622,1,1,24727,28,7833,0
55198,76581,3,OtherServices,6394,1,1,24421,46,7835,0
13666,95169,3,OtherServices,2635,0,1,22055,58,7054,0
25460,58576,2,OtherServices,2448,0,1,5036,38,9891,0
14714,59864,2,OtherServices,2994,0,1,20189,52,9830,0
29605,91802,3,AccommodationAndFoodServices,2637,1,1,15688,38,7506,0
44270,78373,2,EducationAndTraining,8892,1,1,12004,25,7091,0
17381,45443,2,AccommodationAndFoodServices,2621,0,1,21431,60,8106,0
60174,95994,2,HealthCareAndSocialAssistance,2050,1,1,16395,32,6463,0
47768,87412,2,EducationAndTraining,2609,0,1,10171,39,6646,0
44747,29846,3,EducationAndTraining,2621,1,1,17107,52,5733,0
12265,44550,2,RetailTrade,2748,0,1,21014,56,5573,0
37351,11045,3,OtherServices,4410,0,1,11235,25,8502,0
35388,92574,3,HealthCareAndSocialAssistance,2967,0,1,9869,34,7390,0
62594,42180,2,ServicesSectors,2609,0,1,20620,35,5474,0
38208,5250,3,HealthCareAndSocialAssistance,8388,0,1,16741,61,5470,0
35296,45574,2,RetailTrade,2977,1,1,15010,63,5553,0
13223,54363,2,Construction,2687,0,1,15728,62,7803,0
22206,75949,3,EducationAndTraining,2697,0,1,17765,48,7797,0
47645,57299,2,RetailTrade,2904,1,1,19559,40,8338,0
56782,38130,3,AccommodationAndFoodServices,2943,0,1,7832,61,5298,0
20952,29124,3,EducationAndTraining,2992,0,1,22917,28,5716,0
14222,53958,3,ServicesSectors,2832,1,1,21932,51,6270,0
36874,65729,3,ServicesSectors,2369,0,1,17896,44,7289,0
64064,60716,2,ServicesSectors,2971,1,1,17370,43,9292,0
25887,69472,2,Construction,9993,1,1,9207,46,8745,0
59237,80143,3,OtherServices,2083,1,1,21049,47,9102,0
55245,5440,2,ServicesSectors,2326,1,1,11622,54,6735,0
33645,56310,3,RetailTrade,2958,1,1,12545,48,5437,0
64080,58685,3,HealthCareAndSocialAssistance,2635,0,1,20611,43,7969,0
52549,99210,2,HealthCareAndSocialAssistance,2336,0,1,23029,58,6060,0
54286,80776,3,AccommodationAndFoodServices,2289,1,1,17638,46,7412,0
24047,21370,2,OtherServices,2609,1,1,18566,33,9396,0
25012,37037,2,ServicesSectors,0252,1,1,6888,54,7070,0
33956,93228,3,ServicesSectors,2629,1,1,12036,39,8287,0
52293,8688,2,HealthCareAndSocialAssistance,7781,1,1,12310,48,9579,0
50553,30546,2,OtherServices,1969,1,1,14109,34,7443,0
27084,23968,2,RetailTrade,0294,0,1,14837,54,8440,0
15100,15776,2,AccommodationAndFoodServices,2593,0,1,21218,45,9225,0
25543,46134,2,EducationAndTraining,2920,0,1,18289,63,9735,0
36225,25552,2,RetailTrade,2139,1,1,6220,63,6779,0
48672,13836,3,HealthCareAndSocialAssistance,2029,1,1,12099,46,7533,0
33594,64938,3,Construction,5041,0,1,13831,39,8414,0
58213,34383,3,EducationAndTraining,2927,1,1,8452,49,5678,0
44486,15434,2,RetailTrade,0225,0,1,5349,30,6298,0
34334,79579,3,Construction,6582,0,1,14687,51,9760,0
54807,31969,2,EducationAndTraining,2280,1,1,24465,62,7623,0
58347,32632,2,HealthCareAndSocialAssistance,2930,1,1,22732,55,7614,0
29115,86635,3,EducationAndTraining,4776,1,1,5253,38,7147,0
64474,12825,2,RetailTrade,2159,1,1,20079,57,9779,0
16872,99700,3,AccommodationAndFoodServices,2652,0,1,11864,62,9431,0
63991,6546,2,ServicesSectors,2986,1,1,20102,30,6290,0
56496,66675,3,OtherServices,0956,1,1,14765,52,7930,0
30253,41441,3,HealthCareAndSocialAssistance,2688,0,1,21298,56,9259,0
55225,20631,3,EducationAndTraining,2939,0,1,11552,46,7186,0
25042,23954,3,HealthCareAndSocialAssistance,2654,0,1,20069,64,9383,0
23377,73265,2,OtherServices,2932,0,1,23184,25,7440,0
26798,56954,3,RetailTrade,2995,0,1,20903,59,5456,0
32246,46546,3,AccommodationAndFoodServices,1692,1,1,24541,30,9029,0
22154,38180,2,OtherServices,2086,1,1,7198,61,8885,0
62975,74813,2,HealthCareAndSocialAssistance,2951,0,1,10334,47,8146,0
33765,57835,3,ServicesSectors,2973,1,1,7414,48,7993,0
60860,80325,3,Construction,0243,0,1,12755,46,7322,0
13537,35736,2,EducationAndTraining,2920,1,1,19830,43,7351,0
27842,42124,2,EducationAndTraining,2642,1,1,18198,43,8622,0
12752,60321,3,EducationAndTraining,1211,0,1,16236,48,7123,0
18576,35812,2,ServicesSectors,2774,1,1,16346,50,6438,0
28150,49318,3,AccommodationAndFoodServices,0970,0,1,23760,39,5219,0
48051,8047,3,EducationAndTraining,2642,0,1,21286,29,6247,0
20135,17069,2,AccommodationAndFoodServices,7117,1,1,7939,53,5244,0
12749,26997,3,AccommodationAndFoodServices,7635,0,1,16584,54,8061,0
18498,25086,3,HealthCareAndSocialAssistance,2619,1,1,16392,25,5153,0
64426,72442,2,AccommodationAndFoodServices,0898,0,1,13916,54,8526,0
57296,35844,3,OtherServices,2782,1,1,6529,31,8505,0
55748,12100,3,OtherServices,2984,0,1,21446,37,5561,0
39472,37620,2,HealthCareAndSocialAssistance,2753,1,1,6426,33,8881,0
53182,16888,3,OtherServices,8834,1,1,12704,40,5471,0
18067,54289,3,ServicesSectors,2920,0,1,5678,39,8400,0
49596,43478,3,EducationAndTraining,2936,0,1,23531,59,8546,0
13401,84447,2,HealthCareAndSocialAssistance,2619,1,1,13958,27,5329,0
19023,56105,2,ServicesSectors,4393,1,1,23044,45,5690,0
19945,69326,2,OtherServices,2595,1,1,19483,34,6000,0
10785,7588,2,OtherServices,2604,0,1,24417,28,5354,0
12725,61513,2,RetailTrade,2918,1,1,13061,29,7305,0
39129,49539,2,Construction,2618,0,1,12851,55,9537,0
41676,81131,3,EducationAndTraining,2521,1,1,5927,31,6182,0
12598,91909,3,AccommodationAndFoodServices,2621,0,1,6226,41,7813,0
23473,39255,2,HealthCareAndSocialAssistance,2347,0,1,18713,61,5574,0
27363,50423,2,RetailTrade,2052,1,1,21143,38,7707,0
32012,96766,3,RetailTrade,2647,1,1,8433,37,7154,0
35037,23189,2,AccommodationAndFoodServices,2299,1,1,22210,25,9736,0
60066,59802,3,HealthCareAndSocialAssistance,2611,1,1,9129,58,7543,0
18986,62952,2,HealthCareAndSocialAssistance,2949,0,1,12034,36,8211,0
58221,27148,2,ServicesSectors,2634,1,1,20704,51,7368,0
10310,24150,3,AccommodationAndFoodServices,0226,0,1,10381,63,8928,0
34663,20811,2,OtherServices,7706,1,1,8738,57,8764,0
30719,77587,3,EducationAndTraining,2940,0,1,22570,38,7959,0
55843,16582,2,Construction,1843,1,1,12156,61,7381,0
47453,94362,3,HealthCareAndSocialAssistance,2916,0,1,21493,59,9730,0
15247,35633,3,EducationAndTraining,2653,1,1,13798,32,7116,0
62445,15471,3,AccommodationAndFoodServices,2669,1,1,19530,56,9584,0
25938,44856,3,HealthCareAndSocialAssistance,2000,0,1,23214,39,6851,0
20007,23057,3,AccommodationAndFoodServices,2931,0,1,11863,33,5636,0
33611,46481,2,OtherServices,2652,0,1,14542,30,9937,0
60809,60667,2,HealthCareAndSocialAssistance,6803,0,1,16707,60,7669,0
58977,71725,3,HealthCareAndSocialAssistance,1034,0,1,15827,59,8249,0
62280,38189,3,OtherServices,0885,0,1,19219,30,8141,0
25776,74993,3,OtherServices,6685,1,1,15682,33,7113,0
25385,74899,3,RetailTrade,2945,1,1,22303,29,6963,0
34521,83716,2,ServicesSectors,0906,0,1,21075,45,7117,0
19295,95848,2,HealthCareAndSocialAssistance,5767,1,1,5719,38,7349,0
41528,69484,3,RetailTrade,2544,1,1,19857,47,5756,0
45261,24292,2,Construction,0229,0,1,18261,27,8473,0
