monthly_revenue,loanAmt,businessHistory,industry,zipCode,hasProperty,otherLoan,cash,directorAge,taxReturn,isDefault
13753,33437,0,Construction,2647,1,1,135,23,-7853,0
9957,47409,0,EducationAndTraining,2350,1,1,-3864,22,-9623,0
1871,87535,0,RetailTrade,2826,1,1,399,23,-8802,0
1831,31581,0,Construction,0223,1,1,3168,20,-6130,0
5826,23719,0,OtherServices,6631,0,1,-476,21,254,0
4790,73769,0,Construction,8563,0,1,-3770,18,241,0
12478,47576,0,HealthCareAndSocialAssistance,8188,0,1,-4946,21,-5945,0
2515,80240,0,RetailTrade,2657,0,1,2604,22,-6265,0
8846,65463,0,HealthCareAndSocialAssistance,2396,0,1,-2576,18,-3083,0
9406,86993,0,Construction,2980,1,1,2289,22,-2933,0
7437,42953,0,AccommodationAndFoodServices,2995,0,1,-1171,24,-6421,0
1372,30558,0,RetailTrade,0928,0,1,2470,22,-2210,0
10476,51589,0,OtherServices,3569,1,1,-957,19,-5729,0
9945,5048,0,OtherServices,9504,1,1,-4187,18,-2093,0
14304,54307,0,AccommodationAndFoodServices,2659,0,1,4560,22,-7408,0
10671,78015,0,ServicesSectors,2619,0,1,-1531,22,-2855,0
3453,29352,0,OtherServices,2643,0,1,182,19,-7463,0
1358,58207,0,Construction,4364,1,1,-2055,22,-3065,0
3262,77330,0,OtherServices,2920,1,1,-1638,19,-764,0
7469,24803,0,RetailTrade,2519,1,1,-304,23,-5027,0
11623,49737,0,HealthCareAndSocialAssistance,2935,0,1,-4740,24,-6478,0
8902,25101,0,RetailTrade,2508,0,1,263,24,-8911,0
6312,98853,0,ServicesSectors,2896,0,1,-2856,21,-8244,0
10993,14422,0,RetailTrade,2800,0,1,-4128,23,-8691,0
6913,81471,0,OtherServices,2464,0,1,-1848,21,-1010,0
7624,78337,0,RetailTrade,2620,1,1,3754,22,-9621,0
3432,69415,0,EducationAndTraining,3098,1,1,4049,17,-7079,0
12484,13684,0,RetailTrade,2659,0,1,1944,19,-2197,0
10476,74705,0,ServicesSectors,4270,1,1,3753,17,-8016,0
9691,7955,0,EducationAndTraining,2661,0,1,1849,22,-134,0
3236,19255,0,ServicesSectors,2952,0,1,-367,21,-9372,0
3682,23951,0,ServicesSectors,2729,1,1,-2763,18,-5055,0
12233,82906,0,OtherServices,2920,0,1,3558,20,-7618,0
4219,90783,0,AccommodationAndFoodServices,1497,1,1,-2193,21,-8600,0
7986,73704,0,Construction,2660,0,1,259,22,-9300,0
6112,94883,0,AccommodationAndFoodServices,2686,1,1,829,19,-1162,0
1517,94099,0,OtherServices,0824,0,1,2700,22,-2795,0
1893,60338,0,RetailTrade,2585,0,1,2701,19,152,0
13663,38345,0,EducationAndTraining,2421,0,1,-2330,21,-4118,0
12550,91305,0,AccommodationAndFoodServices,2373,0,1,2220,22,-4607,0
13641,77489,0,AccommodationAndFoodServices,7363,0,1,-1062,20,-666,0
7101,76998,0,ServicesSectors,2950,0,1,800,23,-1614,0
4403,69584,0,EducationAndTraining,2982,1,1,3272,22,-5682,0
9570,42738,0,Construction,2884,1,1,3822,18,-1915,0
1690,86199,0,RetailTrade,2201,0,1,4649,24,-5960,0
8414,92685,0,EducationAndTraining,2939,0,1,1141,24,-6054,0
11481,13780,0,Construction,2126,0,1,1750,18,-8322,0
5257,10015,0,EducationAndTraining,2034,0,1,1590,19,-9112,0
14060,59725,0,AccommodationAndFoodServices,3885,1,1,16,21,-2331,0
14964,60017,0,RetailTrade,2957,1,1,3910,18,-342,0
6804,27719,0,HealthCareAndSocialAssistance,2682,0,1,4212,21,-7815,0
6020,7544,0,HealthCareAndSocialAssistance,2980,0,1,3250,17,-1342,0
1142,50621,0,RetailTrade,2621,1,1,3839,18,-4817,0
8385,85024,0,HealthCareAndSocialAssistance,0297,1,1,-1277,23,-4704,0
3051,33753,0,RetailTrade,2344,1,1,2533,23,-1298,0
4835,49768,0,RetailTrade,2638,1,1,-4977,18,-7488,0
6687,51134,0,Construction,2931,1,1,2954,22,-6243,0
8262,43253,0,EducationAndTraining,2902,1,1,-319,22,-8688,0
4160,96444,0,ServicesSectors,9346,1,1,-1593,18,-3231,0
1341,19817,0,RetailTrade,2750,1,1,-3237,18,736,0
2056,60116,0,RetailTrade,2619,0,1,-4729,19,-2168,0
5908,83216,0,RetailTrade,0988,0,1,-4742,20,-8896,0
3246,44568,0,AccommodationAndFoodServices,2900,0,1,3116,24,-5419,0
6637,36326,0,HealthCareAndSocialAssistance,0965,0,1,4494,21,-2615,0
4430,89985,0,EducationAndTraining,2907,0,1,3412,23,-6323,0
1548,60649,0,RetailTrade,3533,1,1,1146,17,-5625,0
6950,75343,0,EducationAndTraining,0981,0,1,2628,21,-9381,0
6349,59196,0,HealthCareAndSocialAssistance,2909,0,1,2276,21,929,0
7954,16713,0,OtherServices,2234,0,1,3156,17,-6436,0
13863,40468,0,ServicesSectors,2388,0,1,4483,17,-7092,0
14650,79933,0,RetailTrade,2402,0,1,3677,17,-8371,0
13411,34593,0,HealthCareAndSocialAssistance,2676,1,1,-537,21,-9806,0
9209,81296,0,AccommodationAndFoodServices,2675,0,1,-3942,19,-2200,0
11626,86489,0,ServicesSectors,5438,1,1,-3780,19,-2298,0
7274,63857,0,ServicesSectors,2384,1,1,3684,22,-9187,0
12034,47018,0,Construction,2976,0,1,-4934,17,-8287,0
6104,66450,0,AccommodationAndFoodServices,2742,1,1,-4374,23,-4329,0
5359,7775,0,AccommodationAndFoodServices,2947,1,1,-1696,18,-755,0
6376,60170,0,OtherServices,8303,0,1,3369,20,-9456,0
11481,24168,0,OtherServices,2294,1,1,-2147,24,-9122,0
8138,49323,0,EducationAndTraining,2662,1,1,4815,20,-2102,0
3409,62489,0,RetailTrade,2934,0,1,-544,18,-1742,0
7901,23968,0,RetailTrade,8292,1,1,-2860,20,-8415,0
4657,61042,0,EducationAndTraining,4034,0,1,-1478,19,-7627,0
10634,24173,0,RetailTrade,4474,1,1,414,21,-9970,0
13569,49451,0,AccommodationAndFoodServices,2646,1,1,353,20,-9060,0
5351,23877,0,RetailTrade,3644,0,1,-4872,17,-2644,0
14972,42882,0,Construction,2629,1,1,-4860,22,-234,0
1146,55805,0,AccommodationAndFoodServices,4110,0,1,3537,23,-412,0
2319,28169,0,HealthCareAndSocialAssistance,2693,1,1,4883,23,-9873,0
8152,23551,0,RetailTrade,2214,1,1,-2326,17,-993,0
6351,65862,0,AccommodationAndFoodServices,2538,1,1,-1699,18,-840,0
4006,40330,0,Construction,2964,1,1,399,23,-3868,0
9199,85182,0,OtherServices,2920,0,1,-1446,24,-9168,0
12810,26379,0,RetailTrade,2663,0,1,-2448,21,-9782,0
3853,67565,0,ServicesSectors,2666,0,1,219,23,-190,0
6128,18829,0,ServicesSectors,2614,1,1,2188,20,-4209,0
11019,33322,0,RetailTrade,2675,1,1,-3439,23,-2681,0
9801,90097,0,Construction,2619,0,1,3359,20,-2553,0
13352,40881,0,EducationAndTraining,7884,0,1,-1107,17,-8381,0
6321,16547,0,Construction,0940,1,1,-1081,18,-7674,0
12600,97955,0,RetailTrade,2965,0,1,-354,17,884,0
6994,6873,0,Construction,9181,1,1,-3161,20,-6363,0
9394,82670,0,ServicesSectors,2969,1,1,-2690,17,-283,0
8138,70538,0,AccommodationAndFoodServices,2928,1,1,1767,19,-2220,0
1413,78093,0,EducationAndTraining,7628,0,1,2762,18,-4397,0
6243,47343,0,ServicesSectors,2974,1,1,3187,24,-2998,0
4346,95592,0,ServicesSectors,2930,1,1,-2420,17,-7944,0
9287,26299,0,HealthCareAndSocialAssistance,5052,1,1,3253,20,-929,0
4480,64922,0,ServicesSectors,2307,0,1,-2394,20,-8981,0
3165,80523,0,ServicesSectors,2958,0,1,471,23,-3908,0
6512,6114,0,HealthCareAndSocialAssistance,0998,1,1,777,21,-2227,0
1702,74011,0,EducationAndTraining,2038,1,1,-4981,18,633,0
7997,23938,0,ServicesSectors,9228,0,1,1094,18,-8861,0
5801,80871,0,HealthCareAndSocialAssistance,2962,0,1,-2569,22,-5096,0
10246,33803,0,AccommodationAndFoodServices,2533,1,1,4244,22,-4940,0
14137,67309,0,HealthCareAndSocialAssistance,2206,0,1,2085,21,-7549,0
1302,39013,0,HealthCareAndSocialAssistance,2691,1,1,2883,19,-2230,0
4547,26555,0,Construction,2977,0,1,4172,24,-7745,0
11590,6594,0,OtherServices,2955,0,1,2771,22,-1735,0
9502,52321,0,RetailTrade,0209,0,1,-172,22,-7169,0
10448,94612,0,RetailTrade,7515,0,1,1532,19,-4796,0
12643,18018,0,Construction,2685,0,1,2871,22,-9159,0
3713,93024,0,EducationAndTraining,2984,1,1,-4693,23,-3208,0
7274,23937,0,EducationAndTraining,2642,0,1,-593,21,-9299,0
1444,58764,0,AccommodationAndFoodServices,2904,0,1,-171,22,-3395,0
1476,38898,0,AccommodationAndFoodServices,2832,1,1,-4822,23,-5057,0
3469,43984,0,HealthCareAndSocialAssistance,2999,1,1,3245,19,524,0
10642,65207,0,Construction,0992,0,1,2553,18,-1122,0
11932,41521,0,RetailTrade,7384,1,1,-2139,21,-7360,0
5945,87137,0,Construction,2635,0,1,3004,22,-565,0
1839,23862,0,HealthCareAndSocialAssistance,2617,1,1,-4479,18,-8479,0
6986,91364,0,RetailTrade,1235,0,1,4562,18,-4957,0
10400,15023,0,Construction,2663,0,1,-1140,21,-591,0
7414,80047,0,EducationAndTraining,6995,0,1,255,19,-4961,0
10412,64761,0,OtherServices,2920,1,1,-3006,17,-8311,0
8687,76726,0,Construction,2619,1,1,-3918,19,-9354,0
11514,13850,0,Construction,2622,0,1,678,19,703,0
10879,46710,0,ServicesSectors,2682,1,1,-2642,21,-4193,0
2800,22236,0,Construction,2659,0,1,110,24,-5857,0
5957,71430,0,Construction,2612,0,1,-1824,19,-9994,0
7590,34880,0,RetailTrade,2905,1,1,-4963,20,-2900,0
6049,76423,0,ServicesSectors,2840,0,1,-1097,23,-8958,0
11877,45616,0,OtherServices,2993,0,1,-605,22,-3725,0
8200,45861,0,OtherServices,2611,1,1,-3429,17,-9903,0
12334,70600,0,RetailTrade,2602,0,1,4103,23,666,0
11669,84187,0,HealthCareAndSocialAssistance,2661,1,1,4623,22,-7255,0
7444,37993,0,OtherServices,1597,0,1,-3336,19,-9011,0
12150,47484,0,HealthCareAndSocialAssistance,2784,1,1,2597,22,-3644,0
1495,67844,0,ServicesSectors,3443,0,1,233,20,-7650,0
9436,90352,0,ServicesSectors,2616,0,1,-756,22,-5471,0
10422,56432,0,OtherServices,2951,1,1,4597,17,-355,0
2114,55285,0,RetailTrade,2912,1,1,3346,17,13,0
10547,19332,0,HealthCareAndSocialAssistance,2663,0,1,2808,20,-9705,0
4044,98596,0,RetailTrade,3555,1,1,7,24,155,0
10709,39864,0,ServicesSectors,2642,0,1,-1232,18,-585,0
12741,76088,0,ServicesSectors,0285,1,1,-957,18,-4097,0
3970,46693,0,HealthCareAndSocialAssistance,2115,1,1,1515,18,-2033,0
6693,58395,0,Construction,2931,1,1,-1590,21,-893,0
8150,97058,0,EducationAndTraining,2919,0,1,-1479,19,-9625,0
1710,8630,0,ServicesSectors,2920,0,1,2717,24,-3688,0
9187,18124,0,HealthCareAndSocialAssistance,2867,0,1,186,17,-6400,0
10799,63697,0,Construction,2998,1,1,1773,20,-6361,0
1140,18298,0,AccommodationAndFoodServices,4648,0,1,3569,18,-6022,0
2775,83747,0,AccommodationAndFoodServices,2720,1,1,-1052,24,-6421,0
14791,35544,0,ServicesSectors,2127,1,1,1704,21,-7775,0
5589,63824,0,ServicesSectors,2942,1,1,-3519,24,590,0
6532,80924,0,Construction,2161,1,1,-3622,24,-3569,0
4036,87191,0,RetailTrade,2943,1,1,3116,24,-9581,0
8868,87053,0,EducationAndTraining,2682,0,1,3543,23,-1810,0
7998,79114,0,HealthCareAndSocialAssistance,2695,1,1,510,22,-5159,0
14835,53322,0,RetailTrade,0892,0,1,-1594,17,-2463,0
6770,47022,0,AccommodationAndFoodServices,2986,1,1,-4526,24,-2445,0
11987,94394,0,AccommodationAndFoodServices,2618,1,1,-2893,21,-4778,0
3529,70528,0,RetailTrade,2981,1,1,447,21,222,0
10375,77694,0,OtherServices,2633,1,1,1569,24,-9159,0
6557,84333,0,RetailTrade,2375,0,1,-1141,24,-8830,0
8554,95438,0,OtherServices,3690,1,1,-806,17,-4924,0
14751,49511,0,RetailTrade,2634,1,1,-775,22,-5389,0
5667,84945,0,AccommodationAndFoodServices,0211,1,1,-2609,23,-5720,0
13120,86284,0,EducationAndTraining,2098,0,1,3839,24,-3092,0
6801,14318,0,ServicesSectors,2342,1,1,-3275,21,-5278,0
11681,81636,0,AccommodationAndFoodServices,2941,1,1,3476,17,-6034,0
6676,21151,0,HealthCareAndSocialAssistance,2929,1,1,1482,18,-2645,0
12613,44608,0,HealthCareAndSocialAssistance,2695,0,1,1255,21,-5520,0
8637,16675,0,EducationAndTraining,1163,1,1,-687,21,-6906,0
4615,73344,0,EducationAndTraining,2928,0,1,-3471,18,-9448,0
11050,25324,0,HealthCareAndSocialAssistance,2934,1,1,1356,19,-5134,0
1488,25713,0,ServicesSectors,2994,0,1,-3507,23,-328,0
14933,89700,0,ServicesSectors,2963,1,1,2088,21,-6999,0
4357,56097,0,HealthCareAndSocialAssistance,2616,1,1,1110,21,-621,0
12377,41870,0,ServicesSectors,2640,1,1,1657,24,-7845,0
4965,53470,0,AccommodationAndFoodServices,0272,0,1,-47,18,-8229,0
5608,75509,0,OtherServices,9522,1,1,-1848,22,-9586,0
14952,8568,0,AccommodationAndFoodServices,0288,0,1,1542,20,-5799,0
6203,32881,0,OtherServices,2916,1,1,-1874,17,-458,0
6234,76634,0,HealthCareAndSocialAssistance,1990,0,1,-4688,18,-6457,0
1800,85560,0,ServicesSectors,2698,1,1,3478,18,-6470,0
6263,44951,0,OtherServices,2391,0,1,4819,20,-7751,0
1288,71607,0,ServicesSectors,2052,1,1,-595,24,-4599,0
7126,88073,0,EducationAndTraining,2680,0,1,2340,24,-4670,0
5515,37064,0,ServicesSectors,2619,1,1,4340,22,-2571,0
6078,56816,0,HealthCareAndSocialAssistance,2364,1,1,-1123,18,-1298,0
11394,65383,0,EducationAndTraining,9324,1,1,2064,19,677,0
2394,22119,0,RetailTrade,2944,0,1,3276,17,-9185,0
10322,78630,0,RetailTrade,2957,0,1,1037,20,-1952,0
6287,94375,0,EducationAndTraining,2685,0,1,707,19,-1013,0
13304,19937,0,Construction,0811,1,1,4003,24,-925,0
7133,19006,0,HealthCareAndSocialAssistance,7948,1,1,343,19,-5685,0
9445,93618,0,Construction,0973,1,1,-1212,23,-4030,0
10384,74942,0,Construction,1552,0,1,3503,20,-3523,0
5396,79718,0,Construction,2613,1,1,3900,17,-8606,0
6233,69128,0,Construction,0291,0,1,2060,18,-6797,0
14730,97696,0,RetailTrade,2996,0,1,3966,17,-1148,0
12325,9901,0,ServicesSectors,2820,0,1,2410,23,-1552,0
9467,19337,0,OtherServices,2661,1,1,-4294,20,-1887,0
9352,87005,0,EducationAndTraining,0252,0,1,2997,24,-139,0
14006,86267,0,RetailTrade,2964,0,1,-786,21,-2106,0
8080,64296,0,HealthCareAndSocialAssistance,2441,0,1,4302,24,842,0
2216,65996,0,HealthCareAndSocialAssistance,2191,1,1,3377,17,-3606,0
8187,56134,0,Construction,2136,1,1,-1511,24,-2140,0
7332,20673,0,EducationAndTraining,1383,1,1,3195,19,-6485,0
1630,54598,0,EducationAndTraining,8037,0,1,-1810,24,-2361,0
2553,13163,0,HealthCareAndSocialAssistance,2981,1,1,3237,23,-1399,0
9039,76466,0,ServicesSectors,2952,0,1,4697,20,-4789,0
8932,27159,0,Construction,2600,0,1,1574,18,-2439,0
6783,34680,0,AccommodationAndFoodServices,2961,1,1,3476,17,-3314,0
14526,15508,0,AccommodationAndFoodServices,2961,1,1,-1781,21,-5544,0
2133,10278,0,ServicesSectors,2957,1,1,-3522,22,-30,0
5605,69850,0,HealthCareAndSocialAssistance,2931,1,1,-1585,18,-4644,0
2464,78900,0,EducationAndTraining,2637,0,1,2388,19,-4022,0
9604,8235,0,HealthCareAndSocialAssistance,2684,0,1,4581,20,-747,0
12949,33897,0,ServicesSectors,2904,0,1,-1207,20,-8399,0
6938,51674,0,AccommodationAndFoodServices,2686,1,1,-3370,24,-7553,0
6162,98088,0,RetailTrade,2619,1,1,-916,23,-3635,0
6570,52065,0,EducationAndTraining,2941,0,1,2138,19,-8420,0
2205,90065,0,AccommodationAndFoodServices,2077,1,1,4591,22,-6182,0
9092,99472,0,RetailTrade,6651,1,1,1333,23,-954,0
7779,40148,0,RetailTrade,2617,1,1,-2866,19,-7733,0
14409,44428,0,ServicesSectors,6695,1,1,1757,21,-1690,0
14173,82919,0,ServicesSectors,3851,0,1,2713,24,-7612,0
3394,51528,0,OtherServices,7596,1,1,324,24,-2927,0
2127,88434,0,HealthCareAndSocialAssistance,2643,1,1,3256,22,-9716,0
13502,67939,0,HealthCareAndSocialAssistance,2914,1,1,1742,19,570,0
7955,12720,0,ServicesSectors,0277,1,1,-2205,24,-2287,0
13322,69008,0,RetailTrade,4301,0,1,3182,19,-1537,0
1966,9295,0,RetailTrade,2080,0,1,4684,22,-3032,0
7814,16782,0,RetailTrade,2838,0,1,-2397,20,-4402,0
2025,85251,0,EducationAndTraining,2197,0,1,-379,17,800,0
1867,18992,0,AccommodationAndFoodServices,2991,1,1,2215,22,-3417,0
7533,9745,0,ServicesSectors,2609,1,1,-4838,18,656,0
8726,49863,0,Construction,0919,0,1,4806,17,-4078,0
11500,19451,0,OtherServices,2685,1,1,4162,20,-3381,0
11317,90938,0,ServicesSectors,2936,0,1,-2536,23,-9001,0
9867,34494,0,HealthCareAndSocialAssistance,2677,1,1,-4883,23,-9026,0
6953,73126,0,RetailTrade,3994,0,1,2321,19,-423,0
2071,89933,0,OtherServices,2294,1,1,391,18,-3624,0
3091,19595,0,RetailTrade,2986,0,1,-1040,19,-4964,0
5767,56367,0,HealthCareAndSocialAssistance,2493,1,1,-2036,17,-9465,0
3290,31058,0,HealthCareAndSocialAssistance,7202,0,1,-2594,23,-3702,0
13042,79347,0,ServicesSectors,2953,0,1,-1913,19,-907,0
4604,89297,0,Construction,2992,1,1,4791,20,-9483,0
6800,70891,0,EducationAndTraining,7670,0,1,-3493,19,266,0
12065,33791,0,OtherServices,2177,0,1,-3397,18,-9970,0
14846,75015,0,ServicesSectors,2922,1,1,139,18,-1962,0
9285,16605,0,ServicesSectors,6829,1,1,3325,20,-3716,0
2423,43679,0,HealthCareAndSocialAssistance,2626,1,1,-3008,24,-8223,0
14096,21837,0,OtherServices,2922,1,1,81,24,-3587,0
14502,10886,0,RetailTrade,9059,1,1,-314,19,-3361,0
11651,51599,0,OtherServices,2704,1,1,3002,17,-1647,0
5747,97137,0,HealthCareAndSocialAssistance,2916,0,1,2777,24,-7627,0
7925,77715,0,OtherServices,2961,0,1,-254,21,-121,0
4904,25433,0,AccommodationAndFoodServices,2707,0,1,3608,23,-36,0
14820,31428,0,RetailTrade,2910,1,1,-3785,18,-7219,0
14479,94644,0,ServicesSectors,2074,0,1,4408,20,-8567,0
12322,41648,0,EducationAndTraining,0851,1,1,4264,22,-2980,0
3723,43851,0,AccommodationAndFoodServices,2960,0,1,971,24,-2750,0
7773,23644,0,OtherServices,2692,0,1,849,19,-7796,0
6887,89375,0,Construction,6204,1,1,-2782,18,-2317,0
4004,65627,0,ServicesSectors,2746,1,1,-3882,18,-7859,0
4761,79904,0,Construction,2991,0,1,-318,20,-1352,0
2644,81970,0,AccommodationAndFoodServices,0935,1,1,1087,22,-5265,0
2655,96565,0,AccommodationAndFoodServices,2991,0,1,-2088,20,-9869,0
6502,38470,0,Construction,5358,0,1,3954,20,-384,0
8486,79326,0,Construction,2619,1,1,2549,20,-5708,0
3036,21265,0,HealthCareAndSocialAssistance,0241,0,1,-4020,18,-5872,0
14273,24154,0,ServicesSectors,2676,1,1,1189,23,-3973,0
14404,26430,0,AccommodationAndFoodServices,2992,1,1,431,23,-4362,0
7688,94992,0,AccommodationAndFoodServices,2947,1,1,716,22,-7227,0
14198,60150,0,OtherServices,2912,1,1,-1389,22,-1266,0
9856,42211,0,ServicesSectors,2674,0,1,-1602,24,-8860,0
1326,5579,0,EducationAndTraining,2191,0,1,-3049,23,-7257,0
12027,10148,0,HealthCareAndSocialAssistance,4012,0,1,-1806,21,362,0
1641,6743,0,HealthCareAndSocialAssistance,2660,0,1,-3574,17,-3529,0
13405,91369,0,HealthCareAndSocialAssistance,2876,0,1,2938,23,-1443,0
7965,7519,0,EducationAndTraining,2968,0,1,4125,24,-2565,0
14182,74677,0,AccommodationAndFoodServices,3629,0,1,3047,22,870,0
10213,29436,0,HealthCareAndSocialAssistance,6633,1,1,4367,24,-7722,0
10020,56793,0,OtherServices,2619,1,1,-1115,18,-4851,0
7588,23534,0,Construction,2221,0,1,1120,23,646,0
12899,58149,0,RetailTrade,2679,1,1,2120,17,-9230,0
9488,75574,0,AccommodationAndFoodServices,2922,1,1,-3347,18,-1261,0
12083,42532,0,HealthCareAndSocialAssistance,2934,1,1,2674,18,-7150,0
4576,60163,0,AccommodationAndFoodServices,2604,1,1,-1751,22,-4512,0
5148,79999,0,HealthCareAndSocialAssistance,2606,0,1,-4459,18,-9324,0
9337,62216,0,AccommodationAndFoodServices,0845,1,1,-4636,17,-2912,0
5005,95438,0,EducationAndTraining,2570,0,1,-2389,22,-6007,0
11974,49019,0,ServicesSectors,2963,1,1,1294,21,650,0
5514,90924,0,RetailTrade,2903,0,1,4863,24,-2733,0
3400,60927,0,Construction,1057,0,1,1362,23,-3883,0
4374,23139,0,HealthCareAndSocialAssistance,2690,1,1,132,17,-9801,0
9783,69309,0,EducationAndTraining,2967,1,1,-4965,17,-591,0
11141,47257,0,EducationAndTraining,2619,0,1,-1755,20,-2568,0
6835,23282,0,OtherServices,2976,1,1,-3669,23,-7709,0
8739,85660,0,OtherServices,2651,1,1,-4944,23,880,0
2469,82139,0,Construction,2088,1,1,-4516,21,-5019,0
3427,10469,0,RetailTrade,2281,0,1,-3848,21,-9443,0
7814,62251,0,Construction,2914,0,1,2134,23,-5852,0
7019,23091,0,AccommodationAndFoodServices,2920,0,1,-1611,24,-7474,0
5442,57991,0,OtherServices,2961,0,1,-3474,19,-1866,0
14124,36329,0,OtherServices,8647,1,1,-3928,20,-2731,0
13365,26374,0,AccommodationAndFoodServices,2418,0,1,2204,17,-786,0
9919,46966,0,AccommodationAndFoodServices,2642,1,1,2538,17,-7242,0
11013,41007,0,AccommodationAndFoodServices,2705,1,1,3822,22,-9662,0
5053,87171,0,RetailTrade,2988,1,1,3144,24,-8300,0
