monthly_revenue,loanAmt,businessHistory,industry,zipCode,hasProperty,otherLoan,cash,directorAge,taxReturn,isDefault
8120,69089,0,ServicesSectors,2679,0,0,-3602,20,937,1
12491,47598,0,HealthCareAndSocialAssistance,2397,1,1,1813,23,-4681,1
2539,47028,0,ServicesSectors,2642,0,1,18104,17,4487,1
14023,75094,0,AccommodationAndFoodServices,0820,0,1,18791,20,-9966,1
8476,69135,0,EducationAndTraining,2916,1,0,6123,22,1215,1
11189,42837,0,RetailTrade,2694,0,1,-4939,23,-5444,1
10585,55117,0,ServicesSectors,3540,0,1,12681,17,-6614,1
11319,9659,0,ServicesSectors,2931,1,0,690,21,-2624,1
8202,25964,0,RetailTrade,2939,0,0,5961,19,205,1
12680,83896,0,RetailTrade,2635,0,1,-659,23,-5416,1
9587,95353,0,RetailTrade,0275,0,1,12127,18,-6153,1
5386,56248,0,AccommodationAndFoodServices,2630,1,1,9136,23,-4452,1
6133,54288,0,EducationAndTraining,2770,1,1,8924,22,2931,1
14015,17600,0,HealthCareAndSocialAssistance,2214,0,1,2943,19,-2000,1
11695,78583,0,EducationAndTraining,2974,0,1,15084,20,-3110,1
14172,64309,0,RetailTrade,2204,0,1,17581,22,-1707,1
10605,85000,0,AccommodationAndFoodServices,2313,0,0,9625,23,-8841,1
6016,71324,0,OtherServices,2635,0,0,17495,21,-6242,1
1436,96042,0,AccommodationAndFoodServices,7281,0,1,-2014,19,-6915,1
11390,65813,0,Construction,3610,0,0,13625,20,2465,1
13458,17012,0,EducationAndTraining,2266,1,1,11501,22,-7337,1
1483,25977,0,EducationAndTraining,2330,0,0,15404,21,-9640,1
8018,38454,0,AccommodationAndFoodServices,5854,1,1,-4877,22,89,1
13692,62285,0,OtherServices,2920,0,0,1235,24,-3558,1
6113,96288,0,HealthCareAndSocialAssistance,2602,1,0,19165,17,4716,1
6558,44966,0,EducationAndTraining,2693,0,1,4304,17,-706,1
12263,44375,0,ServicesSectors,2964,0,0,-2209,20,-5400,1
11061,82319,0,Construction,2638,0,1,3708,22,-2254,1
10090,99966,0,HealthCareAndSocialAssistance,7210,1,1,14750,18,2919,1
11038,85092,0,RetailTrade,2688,1,1,6228,23,1231,1
4195,86372,0,EducationAndTraining,4218,1,1,10607,20,-9327,1
8884,57382,0,AccommodationAndFoodServices,5762,0,1,13298,18,-5774,1
5548,5546,0,HealthCareAndSocialAssistance,1655,1,0,-190,18,2778,1
5715,92654,0,AccommodationAndFoodServices,0899,0,1,4057,17,-5175,1
6011,83963,0,RetailTrade,4807,0,0,506,18,-8534,1
11391,21444,0,ServicesSectors,0871,0,0,12542,24,2213,1
9123,47169,0,OtherServices,7837,0,0,-691,22,-1502,1
7420,15509,0,OtherServices,2934,1,0,-1358,19,-1757,1
2275,63567,0,Construction,0975,0,0,1204,21,691,1
1310,49076,0,EducationAndTraining,2903,1,0,15374,18,-3812,1
6755,56329,0,ServicesSectors,0816,1,0,7371,23,-9842,1
12613,24242,0,HealthCareAndSocialAssistance,3396,0,1,17630,21,1576,1
5562,62609,0,AccommodationAndFoodServices,2627,0,0,4515,23,2839,1
13425,37870,0,ServicesSectors,2671,0,1,12583,23,-1583,1
4774,39862,0,ServicesSectors,2677,0,1,16183,22,-4052,1
1209,19301,0,ServicesSectors,2073,0,0,17590,17,-7000,1
4712,34869,0,ServicesSectors,0264,0,1,5661,18,-2038,1
8039,77553,0,OtherServices,3736,0,1,-4679,21,3067,1
1389,68706,0,OtherServices,8868,0,1,2357,20,-7405,1
6536,96822,0,RetailTrade,2334,1,1,4402,20,-6060,1
3111,83619,0,RetailTrade,3106,0,1,13111,19,-9714,1
10371,78356,0,HealthCareAndSocialAssistance,2670,0,1,16196,18,-7238,1
3831,48886,0,OtherServices,2400,1,1,17655,22,-4685,1
2732,82439,0,OtherServices,2963,1,0,11408,22,-7562,1
12256,13369,0,ServicesSectors,2495,1,0,14232,23,3003,1
13093,82821,0,AccommodationAndFoodServices,2121,1,1,7106,24,-3581,1
5842,13950,0,Construction,2619,0,1,8830,24,2282,1
11303,50708,0,ServicesSectors,2950,1,1,-1432,20,-6818,1
1452,50900,0,Construction,2903,1,0,1204,22,-2470,1
3630,29438,0,AccommodationAndFoodServices,2920,0,1,13585,20,3769,1
7589,74043,0,HealthCareAndSocialAssistance,2992,0,1,7191,24,521,1
5533,31063,0,EducationAndTraining,2903,1,1,7448,18,-9613,1
9635,34498,0,AccommodationAndFoodServices,2627,0,0,3099,21,-6810,1
12403,17770,0,AccommodationAndFoodServices,2382,0,1,13767,23,-5136,1
14298,64220,0,RetailTrade,2924,1,1,3646,19,-2499,1
10026,40401,0,ServicesSectors,2907,1,0,15845,19,-6476,1
10585,79138,0,OtherServices,2955,0,0,-171,22,-2079,1
12352,35909,0,Construction,2600,0,1,9281,24,-6366,1
9957,91275,0,EducationAndTraining,0880,1,1,14240,18,4883,1
4323,20799,0,OtherServices,8106,1,0,-2743,20,-8137,1
10248,62188,0,OtherServices,2900,0,1,2933,20,-3426,1
2888,68665,0,HealthCareAndSocialAssistance,2972,1,1,8914,23,1707,1
13595,31176,0,Construction,2942,0,0,-3992,21,-7499,1
9613,55928,0,HealthCareAndSocialAssistance,2686,1,1,238,20,-8402,1
14546,91290,0,OtherServices,2953,0,1,12777,23,109,1
12249,98261,0,HealthCareAndSocialAssistance,2960,1,0,17651,18,-3296,1
8151,61362,0,RetailTrade,2974,0,0,8157,17,-1109,1
5903,41639,0,Construction,2661,1,1,14596,21,-37,1
11668,76272,0,HealthCareAndSocialAssistance,0883,0,0,16977,22,-748,1
7370,99648,0,ServicesSectors,2629,1,0,7881,21,-1187,1
1816,55360,0,OtherServices,2928,0,0,6070,22,-3147,1
4031,44373,0,ServicesSectors,2991,1,1,6000,22,-5970,1
10948,83763,0,RetailTrade,7922,1,0,9144,21,2942,1
3123,34315,0,ServicesSectors,2725,1,0,-2122,20,-9537,1
11902,41832,0,OtherServices,2168,0,0,2195,20,-2244,1
12941,15904,0,AccommodationAndFoodServices,5581,0,1,606,24,2312,1
8285,76196,0,ServicesSectors,2619,1,1,2103,20,-1915,1
4946,81823,0,RetailTrade,2136,0,0,1928,21,-4409,1
11871,48704,0,RetailTrade,2093,0,0,8447,24,-6998,1
8078,36362,0,AccommodationAndFoodServices,2205,0,1,14945,19,4290,1
6237,33258,0,ServicesSectors,2665,0,1,-3110,18,-3091,1
3578,44024,0,AccommodationAndFoodServices,2920,0,0,18085,23,-5575,1
12240,30344,0,ServicesSectors,2914,0,1,-2094,23,4661,1
14206,95446,0,RetailTrade,2886,1,1,19624,23,3613,1
4997,59833,0,Construction,2954,1,0,16658,19,-7958,1
2898,41837,0,Construction,2904,0,0,916,21,-9215,1
13009,57426,0,Construction,0240,1,1,-1458,23,1625,1
11165,31073,0,HealthCareAndSocialAssistance,2973,0,0,6798,22,-4265,1
14721,29085,0,OtherServices,2965,0,0,10869,24,-8511,1
3287,58805,0,EducationAndTraining,2619,0,1,7907,23,4945,1
14986,79062,0,OtherServices,2949,0,1,4260,21,1321,1
4768,9561,0,EducationAndTraining,2144,1,0,5238,24,3172,1
5695,89529,0,RetailTrade,2640,0,1,14354,17,-5970,1
13558,17355,0,ServicesSectors,2647,1,0,14419,18,-7561,1
13369,28525,0,OtherServices,2687,0,1,-422,17,4818,1
11443,19901,0,AccommodationAndFoodServices,2689,0,1,-861,23,3961,1
1043,44419,0,ServicesSectors,2984,0,0,16100,24,-6220,1
4758,82020,0,EducationAndTraining,0945,1,0,17813,18,3121,1
3598,40218,0,ServicesSectors,5326,0,1,-4692,21,4501,1
4477,30075,0,HealthCareAndSocialAssistance,2697,0,1,-3091,20,-1811,1
12798,77636,0,ServicesSectors,2906,0,0,-3659,21,3677,1
14181,67095,0,EducationAndTraining,5356,0,0,13869,23,-2556,1
6255,55478,0,EducationAndTraining,2582,1,0,14199,22,2520,1
13288,87276,0,OtherServices,2635,1,1,2167,18,1008,1
12379,13544,0,Construction,2931,1,0,-4785,24,-9434,1
3972,41389,0,HealthCareAndSocialAssistance,2682,0,0,-3766,22,-7360,1
14045,15075,0,Construction,2693,1,0,16036,21,-8107,1
3141,27267,0,AccommodationAndFoodServices,2698,0,1,12302,23,4049,1
12587,66850,0,EducationAndTraining,2572,0,0,6150,17,-4008,1
11020,24504,0,AccommodationAndFoodServices,7130,0,0,10272,22,1878,1
11640,17621,0,OtherServices,5630,1,0,10336,21,2814,1
12384,17622,0,ServicesSectors,2920,1,1,12003,17,-7097,1
2950,64549,0,RetailTrade,2968,0,1,7332,17,4311,1
5295,93859,0,EducationAndTraining,0247,0,0,-3,18,-2441,1
7218,48486,0,HealthCareAndSocialAssistance,2681,0,1,-4178,24,-1504,1
6147,29450,0,EducationAndTraining,4652,1,1,4451,24,-5774,1
6134,9009,0,HealthCareAndSocialAssistance,2632,0,0,11604,17,-2087,1
4592,62614,0,Construction,2031,1,1,14918,18,223,1
4521,35260,0,ServicesSectors,2014,1,1,9547,20,2694,1
4636,29715,0,RetailTrade,2406,1,0,12756,18,-1563,1
14165,85318,0,RetailTrade,2619,1,0,12199,23,-1702,1
6761,13940,0,EducationAndTraining,2648,0,0,14129,22,-9827,1
13690,98838,0,EducationAndTraining,2946,0,1,3776,17,-54,1
10724,63421,0,EducationAndTraining,2638,1,1,6943,21,-1431,1
1484,42800,0,AccommodationAndFoodServices,2622,0,0,3001,20,-9593,1
5421,66143,0,HealthCareAndSocialAssistance,0280,1,1,19004,23,631,1
12678,61168,0,EducationAndTraining,2902,1,1,13804,17,1134,1
12363,73912,0,EducationAndTraining,2970,1,0,-1634,23,-8154,1
8851,57284,0,EducationAndTraining,2635,1,0,8464,18,2238,1
10236,42580,0,AccommodationAndFoodServices,2610,1,0,5839,17,-778,1
13836,12131,0,EducationAndTraining,2844,1,0,14363,17,-6039,1
6390,38279,0,OtherServices,2657,0,0,-420,19,-1744,1
10070,70930,0,ServicesSectors,2630,0,0,6504,23,-1371,1
11037,19679,0,AccommodationAndFoodServices,3676,0,0,19393,23,2492,1
1124,87203,0,RetailTrade,6786,1,1,3488,21,-4622,1
3654,90676,0,RetailTrade,2628,0,0,10496,17,-9823,1
9321,68969,0,ServicesSectors,2915,0,1,11681,20,-6859,1
13700,66663,0,AccommodationAndFoodServices,2425,0,1,-516,18,-4154,1
7137,88477,0,EducationAndTraining,3709,1,0,-1701,21,1607,1
14334,50705,0,RetailTrade,2697,0,0,-23,22,-3352,1
2567,38307,0,Construction,2942,0,1,9055,19,2955,1
5386,7578,0,HealthCareAndSocialAssistance,2644,1,0,8062,21,1233,1
5311,57433,0,AccommodationAndFoodServices,2989,1,1,2863,21,-4647,1
3724,37450,0,HealthCareAndSocialAssistance,0911,1,1,4919,23,-2385,1
5870,48550,0,HealthCareAndSocialAssistance,2651,1,0,11605,24,-2596,1
11901,35045,0,Construction,2981,1,1,16972,19,-7783,1
10242,56203,0,HealthCareAndSocialAssistance,0830,0,0,11291,19,-6615,1
1719,64325,0,ServicesSectors,2619,0,0,9920,17,-8187,1
6493,90907,0,OtherServices,2149,0,0,18789,20,-3913,1
2989,38989,0,AccommodationAndFoodServices,2633,0,0,1412,22,-6157,1
10160,9427,0,OtherServices,2988,1,0,19208,23,4342,1
10616,64954,0,AccommodationAndFoodServices,2972,1,1,-1776,23,152,1
9353,27176,0,Construction,2650,0,1,8616,18,1275,1
7089,28533,0,EducationAndTraining,9427,0,1,4776,18,4341,1
2042,7310,0,EducationAndTraining,2631,0,1,15982,21,-7738,1
8509,14954,0,RetailTrade,0269,1,1,7242,21,4348,1
7328,98380,0,OtherServices,2350,0,0,-2684,18,3033,1
6964,86828,0,Construction,0288,1,0,986,23,-1075,1
9150,39497,0,EducationAndTraining,2673,1,0,3761,18,-9194,1
2307,15335,0,HealthCareAndSocialAssistance,2939,0,1,9675,17,-6202,1
10861,64897,0,ServicesSectors,9833,1,1,14919,24,-2150,1
2004,49233,0,EducationAndTraining,2998,0,1,3211,18,4976,1
10213,81865,0,ServicesSectors,2912,0,1,5553,20,-9800,1
14884,42532,0,OtherServices,0868,1,1,-3473,22,-6421,1
10937,56290,0,AccommodationAndFoodServices,2619,0,1,15074,18,-3756,1
14642,49813,0,RetailTrade,0251,1,1,10522,17,-8390,1
3422,71119,0,OtherServices,2949,1,1,-163,23,-6517,1
6326,13379,0,HealthCareAndSocialAssistance,2926,0,1,2514,23,-4043,1
8703,38226,0,HealthCareAndSocialAssistance,2678,1,1,4418,21,2083,1
1957,84673,0,RetailTrade,2662,1,0,2922,19,-3987,1
6526,95770,0,AccommodationAndFoodServices,2618,0,0,18399,20,-9362,1
2623,96400,0,AccommodationAndFoodServices,0955,0,1,12900,24,-2038,1
8100,14337,0,ServicesSectors,2248,0,1,19649,22,-3895,1
8877,39617,0,ServicesSectors,2990,1,1,13875,23,-5203,1
2440,80371,0,Construction,2608,0,1,15507,19,-7173,1
9268,73367,0,RetailTrade,2940,0,1,14783,17,-269,1
12526,20884,0,ServicesSectors,2375,0,0,18676,18,-1404,1
8101,5982,0,EducationAndTraining,2991,1,1,10724,20,-3136,1
1863,71315,0,EducationAndTraining,2892,1,1,6018,22,-9489,1
3437,6080,0,AccommodationAndFoodServices,2687,1,1,2136,24,-1760,1
12446,75719,0,OtherServices,2893,0,1,-3189,21,4443,1
5298,75913,0,AccommodationAndFoodServices,3565,0,0,-804,22,-2000,1
11568,46621,0,ServicesSectors,2961,1,0,16069,21,-884,1
11205,57889,0,ServicesSectors,2510,0,1,4224,24,-9635,1
9504,57421,0,ServicesSectors,6951,1,1,17319,18,4343,1
12976,22250,0,RetailTrade,2263,1,1,1273,17,2145,1
8957,37142,0,OtherServices,8766,0,0,13489,23,-7064,1
6438,93223,0,RetailTrade,0983,1,1,18366,21,-6445,1
1269,25152,0,RetailTrade,0832,1,1,1602,24,3864,1
10949,80629,0,HealthCareAndSocialAssistance,2925,0,1,8937,23,-6065,1
12346,37609,0,HealthCareAndSocialAssistance,2317,1,1,6766,21,-1471,1
5826,20483,0,Construction,2665,1,1,14540,17,640,1
1255,49731,0,Construction,2393,1,0,11977,17,4236,1
8490,56834,0,AccommodationAndFoodServices,0242,0,0,4278,24,-5527,1
8320,68922,0,HealthCareAndSocialAssistance,2619,0,0,11596,24,-8846,1
8483,39402,0,AccommodationAndFoodServices,2597,1,0,11198,18,1855,1
2735,90920,0,ServicesSectors,2920,1,0,14206,24,-1987,1
13414,93405,0,OtherServices,2978,0,0,8611,22,-5355,1
13031,14442,0,ServicesSectors,2619,1,0,13034,22,4985,1
5221,56246,0,AccommodationAndFoodServices,2984,1,1,456,20,-8293,1
13781,71017,0,AccommodationAndFoodServices,2860,0,0,9122,17,-2934,1
13678,9836,0,Construction,6907,1,1,9362,17,-11,1
2025,65136,0,ServicesSectors,4471,1,1,1331,22,4009,1
5537,94744,0,ServicesSectors,2932,0,1,15549,24,-5061,1
7174,72539,0,AccommodationAndFoodServices,2600,1,0,11235,24,1967,1
6268,94793,0,OtherServices,2950,0,1,4425,22,-5725,1
9020,12576,0,ServicesSectors,2605,0,0,7798,19,1711,1
3525,60229,0,AccommodationAndFoodServices,2619,0,1,7026,20,2059,1
4324,74385,0,Construction,2648,0,0,19453,21,2461,1
3277,78612,0,Construction,2961,1,0,11731,21,-2130,1
1499,54302,0,RetailTrade,2945,0,0,-4048,24,-3521,1
3244,32994,0,Construction,2956,0,0,-3681,17,-4410,1
5368,59494,0,HealthCareAndSocialAssistance,2612,0,1,4915,23,-9546,1
4218,84796,0,HealthCareAndSocialAssistance,2962,0,1,-2928,24,-667,1
2440,20030,0,OtherServices,2061,1,0,-1951,22,-7204,1
11795,21595,0,Construction,1203,1,0,16239,23,-1676,1
6478,57283,0,ServicesSectors,5010,1,1,13889,19,-6023,1
1396,87411,0,EducationAndTraining,2989,0,0,6088,21,-7681,1
11511,70694,0,EducationAndTraining,2397,1,1,12836,22,-7307,1
5888,56645,0,AccommodationAndFoodServices,2947,1,0,6941,22,2060,1
9489,46560,0,Construction,2960,0,0,-2696,18,4347,1
3971,79111,0,OtherServices,0911,0,0,9617,23,2546,1
10746,76200,0,Construction,2639,0,0,-235,23,-5229,1
5892,94426,0,EducationAndTraining,2305,1,0,14505,17,-8975,1
3459,30758,0,Construction,2936,1,1,7158,21,-397,1
8390,87816,0,RetailTrade,2457,1,1,4221,22,-5308,1
13778,96341,0,ServicesSectors,2917,1,1,17943,17,4787,1
7465,97425,0,ServicesSectors,2654,0,0,-3864,19,-5038,1
6132,79985,0,AccommodationAndFoodServices,2956,1,0,2619,22,4462,1
1729,82448,0,AccommodationAndFoodServices,2593,1,0,-3504,24,-7713,1
1714,34435,0,EducationAndTraining,2234,0,1,13687,22,2587,1
9251,98447,0,ServicesSectors,2906,1,1,1431,23,2827,1
1085,30443,0,ServicesSectors,1241,1,0,8646,18,-7879,1
9360,58969,0,HealthCareAndSocialAssistance,2603,1,0,-2370,24,-763,1
6559,31801,0,HealthCareAndSocialAssistance,5541,1,1,9600,20,2787,1
12979,96922,0,EducationAndTraining,2952,1,0,5310,22,-556,1
4522,91323,0,AccommodationAndFoodServices,2613,1,1,-3907,17,143,1
14315,42491,0,RetailTrade,2983,0,1,19584,24,-9088,1
1494,62692,0,EducationAndTraining,2658,1,0,15947,23,-6348,1
10753,7716,0,HealthCareAndSocialAssistance,0296,0,1,81,23,-7541,1
8945,15190,0,RetailTrade,9540,1,0,-2506,18,3681,1
4107,56953,0,ServicesSectors,0859,0,1,-3149,17,-1708,1
9407,76865,0,EducationAndTraining,2337,1,0,3132,18,-6375,1
5974,26649,0,OtherServices,2297,1,0,1315,19,-2820,1
4042,45754,0,OtherServices,5690,0,0,-348,21,-1107,1
9642,22248,0,ServicesSectors,2457,1,1,5357,22,-3483,1
13103,33320,0,EducationAndTraining,6961,0,0,19456,19,-9369,1
3494,7860,0,HealthCareAndSocialAssistance,2655,1,1,16710,17,-1778,1
5505,66670,0,HealthCareAndSocialAssistance,2934,0,1,17752,19,-9684,1
9040,27315,0,HealthCareAndSocialAssistance,2928,0,0,12179,23,-227,1
12619,9718,0,EducationAndTraining,2924,0,1,14584,19,-8819,1
13663,57140,0,Construction,2946,1,1,-429,18,1387,1
13505,55264,0,AccommodationAndFoodServices,2637,1,0,3741,20,-8417,1
13662,93291,0,Construction,2986,1,1,16996,20,-317,1
4418,82516,0,ServicesSectors,2408,1,1,11361,18,-2982,1
12624,73886,0,RetailTrade,2776,1,0,13479,20,-2781,1
9799,74881,0,OtherServices,4441,0,0,-2012,22,671,1
7683,14784,0,ServicesSectors,2933,1,1,2315,20,1818,1
13059,74306,0,AccommodationAndFoodServices,2913,1,1,18491,21,-1467,1
5240,29278,0,HealthCareAndSocialAssistance,2906,0,1,8216,20,-4026,1
11852,86682,0,RetailTrade,2629,0,0,17514,24,4747,1
4871,76217,0,RetailTrade,0201,1,0,-4801,17,877,1
13904,65152,0,Construction,2536,1,1,16763,19,1290,1
13157,54939,0,Construction,2952,1,0,9721,20,602,1
3401,15066,0,EducationAndTraining,1500,0,1,6984,18,275,1
11839,78875,0,OtherServices,2067,0,0,19247,21,-3572,1
9010,15369,0,AccommodationAndFoodServices,2626,0,0,4037,17,2056,1
7708,68705,0,ServicesSectors,2094,1,0,-826,18,4803,1
8622,21230,0,Construction,2947,1,0,9257,20,133,1
8053,81511,0,AccommodationAndFoodServices,2970,0,0,9102,19,-2950,1
1328,21652,0,AccommodationAndFoodServices,2828,1,0,8653,22,-4024,1
4016,67761,0,AccommodationAndFoodServices,2249,1,1,2563,23,2023,1
1091,51583,0,HealthCareAndSocialAssistance,2916,0,1,-3447,18,-6182,1
9646,25924,0,OtherServices,0830,0,0,10130,17,-635,1
6817,98286,0,EducationAndTraining,0806,1,0,5579,24,40,1
5587,34710,0,ServicesSectors,0860,0,1,-1571,20,-7190,1
6854,34373,0,Construction,5743,1,1,10963,19,-538,1
10339,19355,0,EducationAndTraining,2676,1,1,4747,18,-4670,1
12806,67100,0,HealthCareAndSocialAssistance,4651,1,0,523,19,3533,1
14873,70644,0,RetailTrade,2920,0,1,-4248,17,-7028,1
5615,33160,0,Construction,2855,0,0,12191,18,-3402,1
13625,51256,0,HealthCareAndSocialAssistance,2791,0,0,11942,22,-6201,1
1426,74825,0,Construction,5967,0,1,4171,20,1683,1
8045,55926,0,EducationAndTraining,9867,0,1,15775,20,-8274,1
10380,88675,0,AccommodationAndFoodServices,2911,0,0,-2640,18,-7832,1
13906,63741,0,OtherServices,2614,1,1,11904,21,3801,1
12551,63211,0,ServicesSectors,0986,1,1,1181,24,-3511,1
11071,83781,0,OtherServices,2619,0,0,12840,24,-8959,1
7387,15605,0,EducationAndTraining,5246,1,1,8577,19,4484,1
2730,19445,0,EducationAndTraining,5125,1,0,12069,24,3032,1
7794,93046,0,OtherServices,2126,0,0,440,24,3340,1
12180,34942,0,RetailTrade,0929,0,1,12843,23,-7315,1
14600,43489,0,EducationAndTraining,2090,0,0,14106,17,-9183,1
2145,54322,0,AccommodationAndFoodServices,2655,0,1,-3001,22,2398,1
3907,71773,0,HealthCareAndSocialAssistance,2640,0,1,17622,24,-3716,1
4118,83984,0,RetailTrade,2627,0,0,1118,18,-2603,1
3588,18958,0,RetailTrade,3483,0,1,-2781,20,-1456,1
8703,65423,0,Construction,4975,1,0,4258,24,330,1
4192,62881,0,AccommodationAndFoodServices,0918,1,0,9016,21,-1678,1
1078,61277,0,AccommodationAndFoodServices,2536,1,0,17083,24,1832,1
7117,79420,0,RetailTrade,2644,1,0,7952,19,2409,1
4627,58517,0,OtherServices,2699,1,1,4441,23,-3876,1
1949,63232,0,HealthCareAndSocialAssistance,2961,0,1,16196,21,-6001,1
11462,94159,0,HealthCareAndSocialAssistance,6423,1,1,19454,18,-5023,1
8292,69190,0,HealthCareAndSocialAssistance,2530,0,0,385,20,-8978,1
10136,89639,0,ServicesSectors,2615,1,1,9930,22,1674,1
1899,76105,0,RetailTrade,2642,1,0,10579,22,-716,1
3860,65522,0,ServicesSectors,9127,1,1,-3740,24,4443,1
14891,82053,0,HealthCareAndSocialAssistance,2673,0,1,12434,23,-2581,1
3663,20932,0,AccommodationAndFoodServices,9853,1,0,16451,19,3521,1
9962,89910,0,EducationAndTraining,2943,0,1,1864,17,3397,1
12965,32826,0,ServicesSectors,2616,0,0,2792,21,613,1
9720,57518,0,OtherServices,2612,0,1,13178,18,-3098,1
14808,19854,0,Construction,2538,1,1,11306,19,-4221,1
3519,45107,0,AccommodationAndFoodServices,3475,0,0,1480,22,-4201,1
6854,53695,0,HealthCareAndSocialAssistance,5032,1,1,11600,23,4063,1
3023,38272,0,RetailTrade,2547,1,1,-2868,22,-1269,1
11350,5259,0,Construction,2983,1,0,16087,23,4584,1
7713,92104,0,ServicesSectors,2687,1,1,4109,24,-2925,1
4673,6379,0,EducationAndTraining,7008,1,1,-2563,22,-3135,1
14465,91063,0,RetailTrade,2683,1,1,4526,22,-6288,1
13677,20478,0,RetailTrade,2953,0,1,1669,24,-8917,1
11741,82548,0,EducationAndTraining,1056,0,0,4023,20,-8792,1
6053,55595,0,ServicesSectors,2669,1,0,-2852,19,-9072,1
2615,98105,0,HealthCareAndSocialAssistance,0289,1,1,19260,23,-9211,1
2687,35141,0,AccommodationAndFoodServices,2957,0,1,16510,18,-4680,1
1008,41533,0,Construction,3289,1,0,10838,20,-6256,1
5039,74287,0,OtherServices,2949,1,1,11510,17,-9348,1
12351,80692,0,Construction,4539,0,1,4874,24,-3487,1
5367,7588,0,HealthCareAndSocialAssistance,0959,1,1,-1548,19,-4236,1
3249,37392,0,ServicesSectors,2576,1,1,716,22,1418,1
7775,46421,0,HealthCareAndSocialAssistance,2662,1,0,8900,21,3160,1
1437,18499,0,OtherServices,2960,1,1,1926,20,-494,1
7812,37458,0,AccommodationAndFoodServices,2622,0,1,4778,21,-1063,1
14808,10838,0,EducationAndTraining,2951,0,1,11323,22,-6438,1
5514,21358,0,HealthCareAndSocialAssistance,4669,0,1,19694,21,-4112,1
7712,66328,0,Construction,2619,0,1,11177,24,4909,1
9828,85787,0,Construction,2920,1,0,9008,23,-7038,1
13142,16557,0,Construction,2672,1,0,18192,18,-8368,1
13292,53770,0,ServicesSectors,2994,0,0,7029,18,434,1
10633,25669,0,OtherServices,0856,0,0,5685,23,-4892,1
12263,14985,0,RetailTrade,2919,0,1,3410,19,944,1
1297,30850,0,RetailTrade,2996,1,1,13033,24,-8539,1
1857,84029,0,ServicesSectors,0935,1,1,2153,21,-4224,1
9399,26488,0,ServicesSectors,2625,0,1,10657,22,1176,1
14418,21259,0,RetailTrade,5667,0,1,14174,19,1371,1
4936,79775,0,HealthCareAndSocialAssistance,2660,0,0,15000,22,-647,1
6403,69499,0,Construction,2937,0,0,15106,18,-675,1
2051,81487,0,AccommodationAndFoodServices,2928,1,0,19831,21,2566,1
7288,24167,0,Construction,2946,0,0,9317,23,-9638,1
3437,71760,0,Construction,4777,1,0,5901,20,2164,1
8560,57707,0,RetailTrade,0980,1,0,1263,24,-6756,1
3421,30403,0,EducationAndTraining,6195,0,1,-2801,24,4366,1
4479,20449,0,EducationAndTraining,0232,1,1,9590,24,-9066,1
12971,86512,0,Construction,3327,1,1,-1753,19,-3236,1
13115,39352,0,OtherServices,2580,1,1,-271,23,-4248,1
12188,87786,0,HealthCareAndSocialAssistance,2852,1,1,-1147,22,-9706,1
1010,34295,0,ServicesSectors,2925,0,0,19415,22,4815,1
10123,30045,0,HealthCareAndSocialAssistance,2946,1,1,-2201,18,3592,1
2604,28727,0,EducationAndTraining,2962,0,0,10631,17,-319,1
